ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1830,61,30,1
1,2065,35,59,1
2,780,30,26,1
3,3078,57,54,1
4,2640,66,40,1
5,800,25,32,1
6,3150,45,70,1
7,1428,51,28,1
8,1200,40,30,1
9,5041,71,71,1
10,2420,55,44,1
11,2040,60,34,1
12,2448,34,72,1
13,3552,74,48,1
14,2652,51,52,1
15,936,26,36,1
16,3584,56,64,1
17,729,27,27,1
18,1740,60,29,1
19,1872,26,72,1
20,2173,53,41,1
21,3360,60,56,1
22,3348,62,54,1
23,3330,74,45,1
24,1184,32,37,1
25,1482,38,39,1
26,1204,43,28,1
27,2450,50,49,1
28,1188,27,44,1
29,1260,35,36,1
30,2240,40,56,1
31,2680,40,67,1
32,1598,47,34,1
33,2622,69,38,1
34,1988,28,71,1
35,1938,38,51,1
36,1924,74,26,1
37,3672,51,72,1
38,3600,50,72,1
39,2016,72,28,1
40,2745,45,61,1
41,2145,55,39,1
42,1792,28,64,1
43,1404,39,36,1
44,841,29,29,1
45,3174,46,69,1
46,1134,27,42,1
47,2016,56,36,1
48,1932,42,46,1
49,2144,32,67,1
