ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3186,54,59,1
1,2124,36,59,1
2,3479,49,71,1
3,2272,71,32,1
4,2430,45,54,1
5,2046,33,62,1
6,2652,52,51,1
7,2064,48,43,1
8,4970,71,70,1
9,1288,46,28,1
10,2430,54,45,1
11,1836,54,34,1
12,3774,51,74,1
13,3233,53,61,1
14,1247,43,29,1
15,3248,56,58,1
16,3456,54,64,1
17,1500,60,25,1
18,1936,44,44,1
19,2405,65,37,1
20,1260,30,42,1
21,1088,32,34,1
22,3422,59,58,1
23,1782,54,33,1
24,957,33,29,1
25,2077,31,67,1
26,2961,47,63,1
27,1584,48,33,1
28,1365,39,35,1
29,1920,30,64,1
30,2115,45,47,1
31,2336,32,73,1
32,1900,50,38,1
33,1666,34,49,1
34,1813,37,49,1
35,2624,64,41,1
36,2124,36,59,1
37,700,25,28,1
38,1568,49,32,1
39,2990,65,46,1
40,1242,27,46,1
41,4189,59,71,1
42,2499,51,49,1
43,2272,71,32,1
44,1815,33,55,1
45,3120,48,65,1
46,2520,36,70,1
47,2520,45,56,1
48,2691,69,39,1
49,2145,39,55,1
