ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2059,71,29,1
1,2322,43,54,1
2,3968,62,64,1
3,2200,50,44,1
4,870,29,30,1
5,3256,74,44,1
6,3723,51,73,1
7,5106,74,69,1
8,1254,38,33,1
9,2660,38,70,1
10,1530,34,45,1
11,1927,47,41,1
12,2736,38,72,1
13,1200,25,48,1
14,3312,72,46,1
15,2352,48,49,1
16,1976,52,38,1
17,3240,72,45,1
18,3074,58,53,1
19,2448,48,51,1
20,2345,35,67,1
21,3066,42,73,1
22,2499,49,51,1
23,4440,60,74,1
24,1856,58,32,1
25,4690,70,67,1
26,1184,37,32,1
27,1764,49,36,1
28,1118,43,26,1
29,2450,70,35,1
30,3192,56,57,1
31,4047,71,57,1
32,5032,74,68,1
33,2613,67,39,1
34,2624,41,64,1
35,1952,61,32,1
36,2772,63,44,1
37,1782,33,54,1
38,1728,64,27,1
39,2499,51,49,1
40,2891,49,59,1
41,2448,48,51,1
42,1750,70,25,1
43,3139,43,73,1
44,1598,34,47,1
45,4830,70,69,1
46,3120,52,60,1
47,3596,58,62,1
48,5256,73,72,1
49,1323,27,49,1
