ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2162,46,47,1
1,1590,30,53,1
2,1938,51,38,1
3,1917,71,27,1
4,1102,38,29,1
5,1426,46,31,1
6,2856,56,51,1
7,1739,47,37,1
8,806,31,26,1
9,1860,31,60,1
10,2394,63,38,1
11,2496,48,52,1
12,3894,59,66,1
13,1260,36,35,1
14,1352,26,52,1
15,4189,71,59,1
16,780,30,26,1
17,4662,74,63,1
18,1218,29,42,1
19,2205,49,45,1
20,2613,39,67,1
21,3038,62,49,1
22,1850,37,50,1
23,2870,70,41,1
24,1475,25,59,1
25,2479,37,67,1
26,1749,33,53,1
27,2480,62,40,1
28,1700,68,25,1
29,2223,39,57,1
30,3315,51,65,1
31,2068,44,47,1
32,775,31,25,1
33,2300,50,46,1
34,1804,44,41,1
35,1750,35,50,1
36,1519,31,49,1
37,2958,58,51,1
38,1504,47,32,1
39,1290,43,30,1
40,4032,64,63,1
41,1891,31,61,1
42,1150,25,46,1
43,2106,54,39,1
44,3534,62,57,1
45,2623,61,43,1
46,4161,73,57,1
47,2784,48,58,1
48,2115,45,47,1
49,2310,70,33,1
