ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2666,62,43,1
1,2440,40,61,1
2,775,25,31,1
3,1302,42,31,1
4,2352,49,48,1
5,2352,48,49,1
6,3348,62,54,1
7,3468,68,51,1
8,2303,47,49,1
9,3290,70,47,1
10,2365,55,43,1
11,2059,29,71,1
12,2337,57,41,1
13,2193,43,51,1
14,2701,37,73,1
15,2703,53,51,1
16,4402,62,71,1
17,728,26,28,1
18,2664,36,74,1
19,2604,42,62,1
20,2244,33,68,1
21,2952,72,41,1
22,1512,36,42,1
23,1225,35,35,1
24,4672,73,64,1
25,3621,71,51,1
26,1566,27,58,1
27,1806,43,42,1
28,1705,55,31,1
29,2240,56,40,1
30,3025,55,55,1
31,2632,56,47,1
32,3038,49,62,1
33,1917,71,27,1
34,2448,51,48,1
35,2184,56,39,1
36,2379,39,61,1
37,2666,62,43,1
38,3068,59,52,1
39,2448,48,51,1
40,900,30,30,1
41,1404,27,52,1
42,3780,54,70,1
43,2400,60,40,1
44,3120,48,65,1
45,1443,37,39,1
46,3036,44,69,1
47,3420,57,60,1
48,1458,27,54,1
49,1950,65,30,1
