ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2100,50,42,1
1,1911,49,39,1
2,2820,60,47,1
3,4899,71,69,1
4,1596,42,38,1
5,2750,50,55,1
6,2401,49,49,1
7,3038,49,62,1
8,2304,64,36,1
9,1075,25,43,1
10,3304,56,59,1
11,2881,67,43,1
12,725,29,25,1
13,2100,60,35,1
14,3828,66,58,1
15,1932,42,46,1
16,3480,60,58,1
17,3120,48,65,1
18,2795,65,43,1
19,1344,42,32,1
20,1927,47,41,1
21,3591,57,63,1
22,2412,36,67,1
23,3021,53,57,1
24,837,27,31,1
25,1625,65,25,1
26,4480,64,70,1
27,3618,54,67,1
28,925,25,37,1
29,3355,61,55,1
30,4968,72,69,1
31,4736,64,74,1
32,4672,64,73,1
33,2695,55,49,1
34,2448,48,51,1
35,2970,54,55,1
36,2046,33,62,1
37,2640,66,40,1
38,4288,64,67,1
39,2660,70,38,1
40,1656,36,46,1
41,2318,61,38,1
42,1216,38,32,1
43,1350,25,54,1
44,1887,37,51,1
45,2516,74,34,1
46,775,31,25,1
47,1680,60,28,1
48,1950,39,50,1
49,1040,26,40,1
