ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1672,44,38,1
1,2190,30,73,1
2,1404,26,54,1
3,3869,73,53,1
4,3599,61,59,1
5,1968,48,41,1
6,2688,42,64,1
7,1248,39,32,1
8,2484,46,54,1
9,4736,64,74,1
10,1325,25,53,1
11,1846,26,71,1
12,2970,45,66,1
13,1848,42,44,1
14,2703,51,53,1
15,1683,33,51,1
16,2597,49,53,1
17,3332,68,49,1
18,1558,41,38,1
19,1653,57,29,1
20,2814,67,42,1
21,2079,63,33,1
22,3072,48,64,1
23,2580,60,43,1
24,928,32,29,1
25,3243,69,47,1
26,4340,70,62,1
27,1680,42,40,1
28,2530,55,46,1
29,1131,39,29,1
30,2624,64,41,1
31,1332,36,37,1
32,4620,70,66,1
33,3132,54,58,1
34,1512,42,36,1
35,3245,59,55,1
36,1638,63,26,1
37,2444,47,52,1
38,4026,66,61,1
39,1470,42,35,1
40,1824,48,38,1
41,1274,49,26,1
42,1998,27,74,1
43,1920,64,30,1
44,2144,32,67,1
45,1927,47,41,1
46,1972,68,29,1
47,1653,57,29,1
48,3604,68,53,1
49,1534,59,26,1
