ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1647,61,27,1
1,2480,40,62,1
2,1672,38,44,1
3,4284,68,63,1
4,2747,67,41,1
5,1023,31,33,1
6,1073,37,29,1
7,2030,35,58,1
8,3072,48,64,1
9,2772,63,44,1
10,4485,65,69,1
11,1692,47,36,1
12,1184,32,37,1
13,3520,64,55,1
14,2244,44,51,1
15,2968,53,56,1
16,4340,70,62,1
17,675,27,25,1
18,2010,67,30,1
19,3266,46,71,1
20,2464,56,44,1
21,2150,50,43,1
22,3584,64,56,1
23,1968,48,41,1
24,825,33,25,1
25,1645,35,47,1
26,4015,73,55,1
27,3630,55,66,1
28,1419,43,33,1
29,3481,59,59,1
30,2622,46,57,1
31,3127,53,59,1
32,1848,66,28,1
33,3480,58,60,1
34,1716,44,39,1
35,2112,48,44,1
36,2499,51,49,1
37,800,25,32,1
38,1596,28,57,1
39,4176,58,72,1
40,2414,34,71,1
41,1014,26,39,1
42,1428,34,42,1
43,2516,74,34,1
44,2964,52,57,1
45,870,30,29,1
46,2025,45,45,1
47,1147,37,31,1
48,3010,43,70,1
49,3648,57,64,1
