c6-p1(Hopper).txt
97
97
80 61
1	1	2	8	
2	1	4	13	
3	1	30	10	
4	1	4	28	
5	1	21	20	
6	1	7	13	
7	1	13	5	
8	1	21	9	
9	1	12	2	
10	1	3	7	
11	1	21	10	
12	1	4	20	
13	1	7	26	
14	1	13	5	
15	1	9	7	
16	1	2	11	
17	1	5	7	
18	1	3	9	
19	1	12	7	
20	1	5	22	
21	1	15	6	
22	1	3	19	
23	1	5	2	
24	1	11	6	
25	1	2	6	
26	1	5	2	
27	1	11	31	
28	1	4	8	
29	1	17	11	
30	1	10	22	
31	1	8	14	
32	1	7	11	
33	1	12	12	
34	1	22	9	
35	1	3	4	
36	1	9	2	
37	1	2	6	
38	1	7	7	
39	1	2	9	
40	1	30	19	
41	1	8	14	
42	1	6	2	
43	1	6	16	
44	1	4	22	
45	1	4	2	
46	1	3	14	
47	1	6	22	
48	1	3	7	
49	1	14	6	
50	1	6	6	
51	1	15	23	
52	1	2	14	
53	1	4	2	
54	1	5	8	
55	1	2	8	
56	1	17	7	
57	1	9	7	
58	1	3	20	
59	1	13	2	
60	1	4	6	
61	1	9	30	
62	1	18	8	
63	1	3	8	
64	1	2	12	
65	1	10	8	
66	1	6	20	
67	1	5	4	
68	1	6	28	
69	1	9	2	
70	1	3	7	
71	1	9	4	
72	1	3	14	
73	1	3	9	
74	1	8	5	
75	1	10	8	
76	1	3	11	
77	1	9	61	
78	1	2	12	
79	1	9	12	
80	1	5	2	
81	1	6	8	
82	1	11	8	
83	1	9	31	
84	1	4	14	
85	1	5	28	
86	1	4	26	
87	1	18	11	
88	1	2	7	
89	1	11	6	
90	1	6	18	
91	1	5	7	
92	1	5	4	
93	1	10	39	
94	1	9	6	
95	1	10	18	
96	1	9	5	
97	1	6	29	
