        20       100       100
      1645        47        35         1
      2604        62        42         1
      1908        53        36         1
      1505        43        35         1
      1800        60        30         1
      2263        31        73         1
      2730        70        39         1
      3332        68        49         1
      3996        54        74         1
      2184        52        42         1
      1404        26        54         1
      3723        51        73         1
      1764        28        63         1
      5256        73        72         1
      3953        59        67         1
      2499        49        51         1
      2100        35        60         1
      3290        70        47         1
      2450        50        49         1
      2964        52        57         1
