        20       100       100
      1887        51        37         1
      4899        69        71         1
      2773        47        59         1
      4662        63        74         1
      2852        46        62         1
      2420        55        44         1
      2320        58        40         1
      1782        33        54         1
       896        28        32         1
      1974        42        47         1
      3519        51        69         1
      1971        73        27         1
      1089        33        33         1
      2365        55        43         1
      3640        52        70         1
      4288        64        67         1
      2360        40        59         1
      4692        69        68         1
      4347        69        63         1
      1775        71        25         1
