        30       100       100
      2624        64        41         4
       980        28        35         4
      1849        43        43         3
      1705        55        31         3
      1470        49        30         4
      1820        70        26         3
      3510        65        54         2
      2145        65        33         3
      2166        38        57         2
      1711        59        29         2
      4020        67        60         2
      3626        49        74         1
      1178        38        31         2
      4680        72        65         3
      3577        73        49         2
      3195        45        71         4
      1824        48        38         1
      5402        73        74         4
      3648        57        64         1
      3392        64        53         2
      2183        59        37         1
      1917        71        27         1
      1508        58        26         1
      1190        35        34         2
      2684        61        44         2
      2016        42        48         3
      3672        72        51         1
      3294        61        54         1
      1288        28        46         4
      2920        40        73         1
