        30       100       100
      1521        39        39         3
      3036        66        46         1
      2304        48        48         1
      2808        54        52         2
      1008        28        36         4
      3942        73        54         1
      1705        31        55         3
      4380        60        73         4
      2660        70        38         3
      1950        50        39         3
      1457        47        31         3
      1110        30        37         1
      4026        66        61         2
      3906        62        63         1
      2145        65        33         4
      3168        44        72         1
      1961        53        37         4
      1274        49        26         2
      1769        61        29         1
      1632        48        34         4
      2074        34        61         1
      4248        72        59         4
      1904        28        68         4
      1431        53        27         1
      4088        56        73         2
      3128        68        46         4
      1680        56        30         2
      2736        38        72         2
      1932        69        28         2
      1968        41        48         1
