        30       100       100
      2968        53        56         2
      3000        60        50         3
      2835        63        45         2
      1518        33        46         1
      2961        63        47         4
      2912        56        52         2
      1860        60        31         3
      1701        63        27         4
      4160        65        64         2
      2394        42        57         4
      1617        33        49         4
      1064        38        28         2
      1435        41        35         3
      1480        40        37         3
      2379        39        61         4
      1612        26        62         4
      1353        41        33         4
      4884        66        74         3
      2552        58        44         2
      4060        58        70         1
      1984        62        32         3
      4968        72        69         4
      2255        55        41         2
      1332        36        37         2
      1215        45        27         3
      2232        31        72         1
      1470        35        42         1
      4092        62        66         2
       961        31        31         1
      1591        37        43         1
