        30       100       100
      2967        43        69         4
      2958        51        58         1
      3300        55        60         3
      2928        48        61         1
      2346        51        46         3
      3468        51        68         1
      1170        45        26         3
      1998        74        27         4
      2494        58        43         3
      3808        68        56         3
      3648        64        57         3
      1900        38        50         1
      1008        36        28         4
      1775        25        71         3
      2232        31        72         2
      1020        30        34         4
      1725        69        25         4
      3510        65        54         3
      1591        37        43         2
      4118        71        58         4
      2679        57        47         4
      2600        52        50         2
      2964        57        52         2
      5180        70        74         3
      2343        71        33         1
       700        25        28         2
      2368        37        64         4
       756        27        28         3
      1736        31        56         1
       925        37        25         1
