        30       100       100
      3630        66        55         4
      1595        29        55         2
      2752        64        43         1
      1350        27        50         2
      1280        40        32         4
      1000        40        25         4
      2318        61        38         3
      1440        48        30         3
      2688        48        56         1
      3723        73        51         2
      2880        64        45         3
      2494        58        43         2
      1462        34        43         3
      2809        53        53         1
      3834        54        71         2
      1876        28        67         4
      1600        40        40         3
      2847        73        39         3
      2107        43        49         1
       992        31        32         2
      3835        65        59         2
      3072        64        48         1
      2484        46        54         1
      1302        31        42         2
      2898        46        63         3
      3780        60        63         2
      1624        28        58         4
      4380        73        60         2
       728        28        26         3
      1312        41        32         1
