ID,WIDTH,HEIGHT,GROUP
0,39,29,0
1,41,30,1
2,37,27,1
3,12,21,1
4,11,19,1
5,38,28,2
6,38,28,2
7,25,16,2
8,24,15,3
9,11,19,3
10,38,28,4
11,36,26,4
12,38,28,5
13,34,24,5
14,34,24,5
15,23,33,5
16,12,21,5
17,41,30,6
18,23,33,6
19,32,22,6
20,25,16,6
21,14,23,6
22,11,19,7
23,35,25,8
24,36,26,9
25,21,31,9
26,14,23,9
27,43,31,10
28,35,25,10
29,18,29,10
30,36,26,11
31,34,24,11
32,21,31,11
33,12,21,11
34,39,29,12
35,18,29,12
36,34,24,13
37,17,9,13
38,21,31,14
39,24,15,14
40,24,15,14
41,25,16,14
42,14,23,14
43,37,27,15
44,37,27,15
45,27,17,15
46,36,26,16
47,43,31,17
48,35,25,17
49,25,16,17
50,43,31,18
51,27,17,18
52,11,19,18
53,43,31,19
54,23,33,20
55,39,29,21
56,39,29,21
57,14,23,21
58,23,33,22
59,32,22,22
60,32,22,23
61,18,29,23
