        20       100       100
      1326        39        34         2
      1276        44        29         1
      1632        34        48         4
       731        17        43         1
       336        14        24         4
      1521        39        39         2
       945        45        21         2
       448        28        16         2
       441        21        21         4
       252        18        14         2
      1225        49        25         1
       736        32        23         1
       648        24        27         2
      1920        40        48         1
       352        22        16         4
       180        15        12         1
       380        10        38         4
       572        22        26         4
      1980        44        45         1
      1980        45        44         2
