500 1000 50
111 163 36356 2
110 182 2553 2
195 214 12725 2
121 345 38832 2
198 218 5212 2
152 218 4075 2
152 335 39312 2
103 177 1968 2
101 177 12510 2
97 335 46675 4
157 323 28216 2
96 172 33233 2
159 322 79502 2
101 142 1857 2
144 348 32855 2
136 159 28786 2
136 152 7177 2
120 136 9176 2
161 293 59120 2
152 332 82044 2
129 316 963 2
98 324 24721 2
98 131 1261 2
114 145 1971 2
187 223 342 2
178 219 33853 2
127 321 142612 2
119 331 1814 8
102 331 34458 16
137 220 43153 1
129 319 9972 1
130 158 3296 3
127 346 71020 1
100 333 99711 4
117 183 31950 2
117 171 16238 1
145 184 3353 1
122 272 40905 1
82 118 7467 2
91 183 10631 2
83 193 35449 2
65 197 24452 2
150 188 13782 2
131 317 3433 1
118 300 39315 1
106 170 37859 2
106 174 2053 1
126 182 20232 2
126 140 32461 4
157 316 20733 2
