1000 2000 100
203 284 4237 2
288 697 60870 2
272 318 223216 2
272 304 137930 2
240 272 33526 2
323 587 379604 2
305 664 119821 2
261 645 46691 2
258 632 324290 2
196 649 105432 2
197 262 31624 2
228 290 5759 2
375 447 169971 2
357 439 6676 2
255 642 445666 2
238 663 264075 8
204 663 19228 16
274 440 14004 1
258 638 379583 1
261 317 231359 3
254 692 91056 1
201 667 70576 4
234 366 73144 2
234 343 90015 1
290 368 87130 1
244 544 23732 1
164 237 992 2
183 367 49631 2
166 387 192345 2
131 395 53321 2
300 377 48288 2
263 635 146747 1
237 601 279139 1
213 340 41336 2
213 349 42311 1
252 364 29178 2
252 281 77717 2
314 632 194854 2
214 686 72396 2
314 666 299645 12
248 286 230022 6
214 286 20817 4
281 662 224549 2
281 652 73484 8
219 248 7266 2
248 619 323235 2
152 314 159466 4
152 481 20604 2
385 665 77915 2
381 652 188640 6
374 653 156354 10
291 657 8352 4
292 657 59671 2
202 315 48833 2
291 631 36393 2
292 631 379279 1
291 618 55810 2
292 618 309396 1
328 702 75743 2
329 702 177038 1
328 357 90355 2
329 357 258899 1
314 664 245235 9
373 669 34587 1
240 620 174051 1
307 665 7187 1
308 665 216080 1
252 280 123238 2
240 615 45864 1
181 286 159211 4
311 412 205227 2
160 279 16360 2
430 448 289239 2
230 328 51209 2
259 628 7383 2
234 272 965 2
234 548 96092 2
240 670 360054 4
174 624 47326 2
214 291 2615 4
231 269 16138 2
373 670 676164 1
207 702 4446 2
330 651 29904 4
307 646 33501 10
378 664 735167 2
244 664 150622 2
244 285 6589 2
278 295 13601 2
373 646 608876 2
274 428 12548 4
249 529 8227 1
236 526 229001 1
233 526 82234 1
253 516 15653 1
256 509 90392 1
177 678 230570 6
136 501 6508 2
132 468 272 2
119 408 106674 2
