1000 2000 50
354 447 224718 2
243 660 11912 2
223 327 11234 2
220 364 51135 2
390 428 110081 2
243 690 37289 2
397 437 88464 2
305 437 13396 2
305 670 196073 2
207 354 25425 2
203 354 124767 2
195 670 59873 4
315 647 128112 2
193 345 4567 2
319 644 755497 2
203 284 39785 2
288 697 396185 2
272 318 19692 2
272 304 196251 2
240 272 46742 2
323 587 61998 2
305 664 7022 2
261 645 298712 2
258 632 8939 2
196 649 299773 2
197 262 11339 2
228 290 49883 2
375 447 112868 2
357 439 186448 2
255 642 204298 2
238 663 186210 8
204 663 22280 16
274 440 42879 1
258 638 379266 1
261 317 9540 3
254 692 130214 1
201 667 68933 4
234 366 146843 2
234 343 25772 1
290 368 26544 1
244 544 4520 1
164 237 51162 2
183 367 78550 2
166 387 81746 2
131 395 50652 2
300 377 128427 2
263 635 290055 1
237 601 77558 1
213 340 4889 2
213 349 59181 1
