1000 2000 100
226 565 154945 1
87 565 120746 1
199 706 294464 6
199 329 103289 4
91 191 2658 1
201 374 61336 2
201 241 22193 2
201 308 225318 2
148 441 38288 3
157 318 18302 6
213 251 7146 3
134 431 1301 2
134 438 13912 2
162 544 130468 8
168 555 46866 2
168 544 22688 2
226 672 186421 1
200 443 28370 2
226 327 212623 1
233 311 14688 4
226 284 29742 1
260 402 18342 1
125 265 63057 4
141 383 64645 4
133 386 5015 2
134 380 42240 2
128 482 35447 2
304 462 38997 4
119 325 44136 2
184 311 3554 2
160 309 8819 2
179 599 277341 2
213 481 180019 2
129 246 411 6
103 414 11195 2
185 426 114865 2
102 412 38847 2
107 417 98389 2
188 376 16728 3
154 263 100308 2
203 337 143963 2
141 297 92155 2
111 507 44204 2
112 514 16615 2
84 184 42670 1
180 184 16185 1
124 467 8322 2
157 462 57847 4
123 462 17553 2
90 462 2221 2
137 304 30106 1
165 573 40333 1
91 186 12883 1
148 392 108052 6
151 174 70311 2
131 355 3713 2
224 267 29094 1
121 465 50816 2
126 465 22917 2
137 614 26427 2
166 611 286527 2
166 614 3554 2
167 614 34691 2
202 220 100101 2
97 269 18038 2
145 275 9196 1
97 362 74478 4
110 379 61731 2
119 518 28357 4
146 342 15379 6
112 212 51073 1
381 580 44893 1
164 355 60871 4
224 237 42479 1
88 263 24254 1
225 532 125940 1
86 532 7745 1
189 627 135923 4
169 629 52483 3
213 477 100010 3
150 243 941 2
111 213 4560 1
79 408 166 2
162 382 13425 2
116 549 6432 2
161 310 88062 1
142 423 16143 1
127 397 80676 2
147 388 19903 4
247 681 52203 1
241 475 127509 3
164 655 106933 2
164 288 36514 2
154 288 1413 1
241 342 79720 2
146 505 125497 4
143 309 31536 2
130 160 1196 2
172 172 36634 1
203 302 13439 2
