1000 2000 150
227 694 493369 1
157 423 34643 8
150 570 32475 2
209 570 43794 1
184 373 190088 2
185 304 54119 2
300 373 7725 2
153 324 94822 6
159 393 2899 4
192 464 42275 2
161 533 71515 3
165 549 191779 2
165 533 80200 2
161 300 16444 6
133 463 35633 2
128 411 82941 2
134 389 3595 2
132 381 58494 2
189 431 36159 2
189 400 257695 4
193 610 9726 1
168 337 118944 2
166 337 162364 2
156 555 19462 6
189 314 8981 2
191 384 11011 6
191 382 12733 4
191 430 187658 4
157 430 30892 2
158 532 90880 2
243 534 13345 1
211 328 106956 2
191 312 4353 6
163 615 145338 2
171 615 75148 4
144 194 3810 2
226 565 23619 1
87 565 18253 1
199 706 364276 6
199 329 493 4
91 191 50309 1
201 374 140650 2
201 241 76596 2
201 308 2084 2
148 441 3989 3
157 318 97433 6
213 251 62153 3
134 431 59359 2
134 438 25151 2
162 544 116482 8
168 555 2325 2
168 544 21509 2
226 672 132446 1
200 443 140771 2
226 327 24382 1
233 311 94752 4
226 284 3579 1
260 402 18552 1
125 265 25219 4
141 383 66904 4
133 386 93633 2
134 380 67952 2
128 482 3481 2
304 462 308625 4
119 325 16146 2
184 311 150175 2
160 309 34199 2
179 599 141714 2
213 481 173577 2
129 246 32594 6
103 414 66324 2
185 426 22577 2
102 412 82333 2
107 417 16520 2
188 376 16771 3
154 263 5744 2
203 337 75636 2
141 297 102829 2
111 507 67105 2
112 514 104238 2
84 184 29296 1
180 184 105830 1
124 467 22041 2
157 462 114414 4
123 462 16942 2
90 462 141111 2
137 304 138266 1
165 573 272733 1
91 186 23529 1
148 392 6227 6
151 174 61149 2
131 355 43251 2
224 267 77669 1
121 465 3946 2
126 465 12955 2
137 614 5941 2
166 611 106907 2
166 614 132337 2
167 614 75333 2
202 220 31387 2
97 269 49118 2
145 275 2989 1
97 362 63339 4
110 379 10150 2
119 518 69925 4
146 342 7808 6
112 212 8821 1
381 580 277829 1
164 355 13306 4
224 237 33180 1
88 263 38259 1
225 532 106820 1
86 532 9280 1
189 627 82173 4
169 629 235886 3
213 477 9364 3
150 243 58797 2
111 213 4252 1
79 408 12154 2
162 382 4240 2
116 549 86042 2
161 310 11916 1
142 423 131976 1
127 397 73896 2
147 388 64004 4
247 681 18452 1
241 475 263761 3
164 655 65395 2
164 288 57455 2
154 288 18319 1
241 342 25946 2
146 505 188710 4
143 309 23337 2
130 160 16639 2
172 172 69114 1
203 302 86852 2
261 641 326761 4
168 233 32097 2
361 557 11772 2
137 615 4427 4
135 415 29784 1
152 580 20576 2
87 425 4063 2
162 510 66116 2
126 510 144034 2
159 414 170523 2
139 599 26885 6
138 597 116515 2
151 413 472 2
181 391 287 2
