500 1000 150
91 190 21398 2
79 140 6614 3
74 140 2396 3
70 93 5510 1
61 191 4718 2
74 324 32616 3
143 159 19241 1
159 176 14476 3
78 323 2166 4
82 292 7152 6
79 174 2299 2
79 175 763 4
76 326 16679 2
76 324 18227 4
87 110 4302 3
65 188 8214 2
65 179 7186 2
61 181 11657 2
60 181 3149 2
97 197 50944 2
89 324 24783 2
76 335 16940 1
58 147 20185 4
97 286 34572 1
96 219 34321 1
87 269 44979 2
70 121 3637 2
61 188 11009 4
37 68 42 1
62 214 1674 12
71 254 9431 2
97 201 11093 1
74 201 10496 12
67 277 25762 4
93 126 13459 2
85 243 26886 4
93 267 43305 2
95 285 8015 1
77 191 20924 14
77 141 21668 2
77 264 23247 2
268 344 281681 3
90 166 40846 3
78 221 22027 4
117 222 92056 2
77 147 716 2
77 142 13917 1
66 128 3450 1
65 287 38222 2
140 200 8895 1
133 174 85026 1
90 339 9065 2
109 348 124 4
63 291 25283 2
68 240 3518 1
45 242 5421 1
131 242 10957 1
80 244 3616 4
80 82 10507 4
80 140 9408 2
103 188 64290 3
77 256 145 1
88 256 61250 1
63 338 6075 2
104 330 12273 2
96 320 10778 3
81 237 1466 4
81 90 4490 4
63 231 23222 16
182 282 13793 2
149 182 19198 2
182 216 3939 2
182 316 2557 6
64 230 21387 2
56 179 12942 2
87 146 416 2
76 195 17951 2
63 131 39 2
56 149 10511 2
56 115 120 2
108 147 22300 2
74 198 3191 2
74 315 5987 2
62 268 21668 2
67 268 23082 2
81 268 58247 2
53 268 31152 2
81 193 11778 6
89 186 13792 2
69 181 9886 18
44 106 6889 2
44 101 1650 2
69 187 2663 30
132 143 110 1
132 180 12635 3
69 329 62568 2
63 151 2679 2
63 188 17185 6
152 153 19932 2
133 245 3189 1
134 248 31671 1
114 333 93685 1
85 198 10433 4
119 205 58212 1
151 333 135487 2
151 190 66170 4
148 152 12464 4
94 105 893 1
118 153 44206 2
151 153 74767 1
118 170 1526 2
62 133 6976 2
112 168 10465 2
86 183 5688 2
87 198 5922 2
89 148 29374 1
59 231 32851 4
118 203 13519 2
153 284 41871 1
134 153 18746 1
183 260 32495 2
183 346 81017 2
144 146 316 2
106 152 57408 3
167 178 13853 2
150 327 105713 4
135 233 1471 2
133 327 88413 4
133 135 33135 2
117 327 42858 12
117 160 854 2
100 327 23473 4
71 136 321 2
138 266 12248 1
138 246 5353 2
66 334 17346 6
66 268 16765 6
53 182 16047 1
47 77 5361 3
85 98 24912 1
111 175 30333 1
74 224 317 1
74 117 16548 1
157 327 147262 1
89 275 19952 1
104 222 112 1
200 201 73826 4
106 165 19679 4
73 323 13753 2
46 321 12180 2
