1000 2000 100
127 235 56127 1
160 658 59833 1
127 370 55047 1
142 370 94824 2
131 401 26434 2
172 361 24431 6
188 559 98241 6
160 552 236030 2
112 351 66736 2
161 524 41838 2
155 484 6897 2
155 155 2378 2
192 585 18560 4
125 797 290081 4
140 522 134421 2
158 519 90663 4
217 432 128078 2
130 657 78161 4
123 574 24075 6
129 573 33313 2
286 428 36951 1
131 514 174076 2
131 508 97832 2
131 498 66435 2
97 401 31280 2
239 428 6790 1
143 569 6770 2
156 551 217164 2
138 601 2490 4
154 551 39942 2
122 551 112012 4
121 551 195139 4
155 554 150515 2
181 636 87877 2
154 553 55053 2
173 681 208101 2
174 681 342962 2
168 575 335044 2
168 189 35555 4
168 571 4503 2
167 571 2300 2
167 189 6678 2
181 571 164750 2
181 189 8682 2
188 578 30882 2
188 189 6818 2
183 573 96448 2
183 189 46286 6
179 189 31797 2
179 541 66652 2
185 571 110423 2
185 189 84704 2
183 578 42190 2
184 571 91021 2
184 189 12155 4
184 576 120834 2
183 571 48821 2
182 581 291573 2
182 189 49603 2
167 681 43294 2
171 684 183355 2
169 676 123051 2
171 681 213932 2
170 681 9305 4
169 681 149121 4
169 678 4217 2
173 683 145064 2
176 679 144653 2
141 434 76253 2
145 459 135627 2
168 586 37780 2
179 546 130501 2
181 267 6427 1
110 278 73453 2
218 247 6546 1
167 262 18372 3
266 339 185427 1
164 311 86987 1
274 339 9784 1
164 402 70838 1
108 343 34473 3
108 337 20894 2
108 264 42986 3
108 312 1179 3
108 298 29072 3
427 705 20904 2
325 675 355092 1
466 674 78310 3
327 671 170756 1
415 674 770472 2
203 260 17784 2
259 546 23126 2
159 547 223483 2
386 669 60711 1
158 422 227739 1
323 517 389185 1
290 353 18610 1
311 588 46164 1
311 688 263486 2
339 505 8082 1
