500 1000 50
154 332 17211 1
120 307 1100 1
90 143 21391 4
155 206 3859 2
80 139 15871 2
215 224 617 2
115 164 26324 2
129 314 3364 2
117 136 2471 2
117 274 691 2
120 335 6627 4
87 312 20013 2
107 145 18807 4
115 134 10004 2
186 335 63106 1
103 351 53392 2
165 325 48193 4
153 323 53580 10
189 332 5270 2
122 332 101681 2
122 142 4662 2
139 147 23733 2
186 323 77794 2
137 214 45961 4
124 264 10780 1
118 263 41369 1
116 263 12303 1
126 258 28392 1
128 254 18093 1
88 339 3129 8
68 250 352 2
66 234 33250 2
59 204 6567 2
53 204 2221 2
98 354 73655 2
91 359 80370 2
108 258 40041 1
141 246 32948 1
139 246 4482 5
109 170 14858 1
76 142 9013 4
115 298 30288 1
158 377 99367 1
179 206 21049 1
114 197 8543 1
72 158 6 1
136 340 13538 2
205 323 62842 2
167 323 53674 2
185 298 62488 2
