500 1000 100
223 313 137157 1
162 313 7433 4
123 313 22303 1
120 323 9061 6
153 329 61412 2
120 140 12397 6
157 313 1882 3
107 170 26096 4
140 328 97088 4
131 328 78734 4
123 156 962 2
187 313 13691 2
137 330 88580 2
120 330 38975 2
87 140 25035 8
153 334 166 8
241 334 228956 2
140 334 19001 1
173 327 3201 1
129 341 17080 2
153 328 4566 4
107 120 10158 2
177 223 87287 2
121 330 12945 2
111 163 46204 2
110 182 22420 2
195 214 20351 2
121 345 54102 2
198 218 59127 2
152 218 21519 2
152 335 42619 2
103 177 8731 2
101 177 43980 2
97 335 101309 4
157 323 3044 2
96 172 2696 2
159 322 131682 2
101 142 18937 2
144 348 102202 2
136 159 49700 2
136 152 74002 2
120 136 11257 2
161 293 82517 2
152 332 30213 2
129 316 7183 2
98 324 2050 2
98 131 7001 2
114 145 4172 2
187 223 109180 2
178 219 12407 2
127 321 44206 2
119 331 51655 8
102 331 9423 16
137 220 6078 1
129 319 27394 1
130 158 33035 3
127 346 25280 1
100 333 19860 4
117 183 49777 2
117 171 23530 1
145 184 25095 1
122 272 10227 1
82 118 20411 2
91 183 61481 2
83 193 812 2
65 197 7388 2
150 188 69025 2
131 317 86645 1
118 300 102296 1
106 170 13387 2
106 174 8428 1
126 182 64714 2
126 140 42951 4
157 316 86482 2
107 343 13242 2
157 333 20132 12
124 143 15411 6
107 143 13377 4
140 331 23464 2
140 326 65983 8
109 124 26102 2
124 309 27625 2
76 157 1817 4
76 240 3061 2
192 332 13277 2
190 326 124449 6
187 326 8491 10
145 328 1331 4
146 328 9369 2
101 157 36 2
145 315 46801 2
146 315 94571 1
145 309 51560 2
146 309 124889 1
164 351 72498 3
164 178 41643 3
157 332 56972 9
186 334 16809 1
120 310 12519 1
153 332 66038 1
