500 1000 150
124 309 86075 2
76 157 1135 4
76 240 10017 2
192 332 51101 2
190 326 25873 6
187 326 16935 10
145 328 27874 4
146 328 105398 2
101 157 2740 2
145 315 41120 2
146 315 46244 1
145 309 30418 2
146 309 124186 1
164 351 49934 3
164 178 14041 3
157 332 166451 9
186 334 115266 1
120 310 21181 1
153 332 4868 1
154 332 37388 1
120 307 13238 1
90 143 8850 4
155 206 13188 2
80 139 4615 2
215 224 50278 2
115 164 54851 2
129 314 31794 2
117 136 8778 2
117 274 48873 2
120 335 6631 4
87 312 59601 2
107 145 5557 4
115 134 2787 2
186 335 65723 1
103 351 13299 2
165 325 21774 4
153 323 2392 10
189 332 27555 2
122 332 14424 2
122 142 28100 2
139 147 15547 2
186 323 76192 2
137 214 22401 4
124 264 17670 1
118 263 22265 1
116 263 3909 1
126 258 20163 1
128 254 1588 1
88 339 4475 8
68 250 45427 2
66 234 39439 2
59 204 16425 2
53 204 23972 2
98 354 114745 2
91 359 19178 2
108 258 89204 1
141 246 1333 1
139 246 106529 5
109 170 6721 1
76 142 28371 4
115 298 6480 1
158 377 75275 1
179 206 69916 1
114 197 66 1
72 158 1119 1
136 340 3677 2
205 323 64563 2
167 323 7812 2
185 298 121881 2
147 217 59005 2
97 196 29756 2
101 379 9797 2
130 351 1177 2
254 327 1230 1
175 335 71541 1
185 321 25267 4
152 286 59671 3
137 229 10628 2
116 178 4149 1
65 335 5413 1
103 292 32625 1
202 326 41321 1
125 197 61500 1
116 206 57895 1
99 352 72117 3
317 329 137024 1
184 326 26694 5
62 191 13219 6
62 157 5715 2
189 327 109984 2
87 248 18006 1
71 224 5964 2
201 350 828 2
136 323 5379 1
51 84 400 1
105 130 5216 1
205 216 25582 1
59 130 6502 2
128 340 18237 1
152 152 2931 2
125 126 35325 1
130 344 1828 1
100 279 10327 2
115 208 8187 2
115 125 2146 1
173 322 22558 1
103 212 35829 1
53 206 1696 2
51 201 807 2
84 84 8434 6
58 255 29456 2
52 245 33189 2
124 425 49067 1
59 265 25963 2
57 241 25425 2
120 179 37976 1
122 151 33397 6
127 210 6418 1
127 195 7799 1
118 297 60615 1
118 312 29320 1
190 312 72647 2
77 339 10704 2
93 339 430 2
82 188 32419 6
87 360 49271 1
43 360 3965 1
97 289 70498 4
56 263 458 10
86 220 6709 2
115 124 15717 1
93 252 21305 1
61 121 12174 1
77 152 2269 1
87 235 31933 1
92 287 74740 3
93 283 8250 2
65 276 13942 2
50 182 26059 3
56 227 4435 2
57 225 19887 2
56 209 13293 2
138 189 31543 1
88 174 45100 1
73 167 3853 8
65 74 12966 2
61 74 14589 1
66 165 2141 4
93 194 1531 2
52 95 2296 1
