500 1000 100
189 327 73995 2
87 248 7963 1
71 224 338 2
201 350 70178 2
136 323 13195 1
51 84 13614 1
105 130 13040 1
205 216 293 1
59 130 19382 2
128 340 7661 1
152 152 4374 2
125 126 7345 1
130 344 40064 1
100 279 9427 2
115 208 30932 2
115 125 21969 1
173 322 70282 1
103 212 5446 1
53 206 804 2
51 201 30855 2
84 84 2277 6
58 255 44968 2
52 245 14164 2
124 425 9043 1
59 265 44612 2
57 241 4486 2
120 179 7276 1
122 151 14151 6
127 210 30356 1
127 195 52123 1
118 297 38290 1
118 312 5519 1
190 312 16527 2
77 339 26070 2
93 339 394 2
82 188 21494 6
87 360 49848 1
43 360 1469 1
97 289 10490 4
56 263 12744 10
86 220 2261 2
115 124 157 1
93 252 18409 1
61 121 235 1
77 152 1918 1
87 235 13948 1
92 287 15915 3
93 283 51467 2
65 276 44983 2
50 182 2634 3
56 227 22939 2
57 225 484 2
56 209 862 2
138 189 38800 1
88 174 15067 1
73 167 25077 8
65 74 8062 2
61 74 6404 1
66 165 3714 4
93 194 3483 2
52 95 2793 1
76 218 404 2
88 189 3208 4
90 167 353 4
77 322 25929 2
51 186 1056 2
77 180 16270 8
77 146 1819 2
130 202 53974 5
94 106 1846 1
106 206 11007 1
92 184 39391 2
94 123 7525 6
77 118 6986 4
69 111 6906 1
182 250 6569 1
182 266 191846 1
141 146 10424 5
66 232 21090 2
91 286 42986 6
77 277 49290 4
84 272 63119 6
68 261 6505 2
85 223 20532 2
90 164 31233 2
92 322 39461 2
113 165 13938 1
105 162 16787 1
100 158 49920 2
113 155 12323 1
143 154 1154 1
97 154 2563 6
136 143 878 2
74 320 73071 8
135 162 5154 1
158 328 36976 2
160 321 54379 2
95 270 2845 2
158 183 10773 4
83 158 19331 4
