500 1000 50
88 174 19046 1
73 167 11521 8
65 74 4146 2
61 74 262 1
66 165 10350 4
93 194 64214 2
52 95 6623 1
76 218 16195 2
88 189 20346 4
90 167 12933 4
77 322 48182 2
51 186 6524 2
77 180 32673 8
77 146 7029 2
130 202 980 5
94 106 2685 1
106 206 52328 1
92 184 24554 2
94 123 9894 6
77 118 706 4
69 111 8055 1
182 250 37260 1
182 266 143891 1
141 146 18583 5
66 232 31068 2
91 286 9557 6
77 277 10238 4
84 272 707 6
68 261 13941 2
85 223 15667 2
90 164 6257 2
92 322 16813 2
113 165 7004 1
105 162 39544 1
100 158 2751 2
113 155 5312 1
143 154 23690 1
97 154 2061 6
136 143 1007 2
74 320 20854 8
135 162 9818 1
158 328 23810 2
160 321 161489 2
95 270 19572 2
158 183 94061 4
83 158 3900 4
144 328 15128 2
108 324 2266 2
83 155 1184 2
120 312 12102 4
