1000 2000 50
127 397 96341 2
147 388 38890 4
247 681 221066 1
241 475 193268 3
164 655 74816 2
164 288 2125 2
154 288 1590 1
241 342 227911 2
146 505 10686 4
143 309 15865 2
130 160 9219 2
172 172 24804 1
203 302 53801 2
261 641 52398 4
168 233 76925 2
361 557 127474 2
137 615 12737 4
135 415 23863 1
152 580 10322 2
87 425 65678 2
162 510 32344 2
126 510 41174 2
159 414 46290 2
139 599 214305 6
138 597 63406 2
151 413 19165 2
181 391 59967 2
151 391 89716 4
151 367 35520 5
151 274 120012 2
181 252 30231 2
151 252 59977 4
105 394 9758 2
132 351 2868 1
183 322 97165 1
168 313 88868 4
160 602 110072 1
191 666 6603 2
191 621 82172 2
188 396 171316 1
188 367 114987 2
194 384 14844 1
96 130 1299 1
206 410 51396 1
246 339 21130 2
239 349 280578 2
151 374 6001 2
196 382 131843 1
151 382 112755 2
173 581 121409 2
