500 1000 150
114 117 32058 4
74 207 23990 4
74 206 2254 4
85 204 13340 12
85 155 12700 2
74 334 6998 2
92 175 28378 6
85 175 21961 3
93 154 1950 1
99 294 13188 1
41 294 16662 1
63 279 19182 6
42 183 3869 1
83 135 7409 1
61 133 25175 2
92 275 21745 2
67 275 11839 2
93 273 24675 2
115 236 17863 1
169 335 56783 1
100 298 71233 1
93 113 11127 2
166 251 51050 1
90 218 29252 1
127 258 10010 1
113 228 14107 2
111 228 26694 2
114 225 12464 2
77 135 10044 1
52 77 2593 1
87 224 6885 4
129 285 31574 1
153 287 51095 1
153 202 26135 1
112 283 82446 2
73 402 59857 2
108 180 1195 3
146 342 174839 1
120 269 28463 1
104 340 102168 2
137 292 3019 2
98 302 4724 1
97 302 13482 1
185 332 129509 1
184 332 40885 2
140 174 80343 3
140 332 12475 3
100 126 41820 2
133 326 64836 6
137 326 68453 2
190 333 157427 4
174 326 12539 2
170 326 166467 2
87 328 9926 2
154 326 1366 1
153 326 36048 1
140 311 108453 2
124 311 76066 2
138 326 23791 4
176 240 7607 2
112 326 87494 2
156 345 135989 3
94 199 18320 2
148 180 4663 2
136 366 86098 1
126 157 155 6
136 233 60675 4
136 166 37902 6
184 191 15156 2
67 142 1967 16
183 326 1488 2
93 142 27830 2
79 306 12671 2
219 232 10638 2
219 233 59884 2
126 224 14215 2
165 316 729 2
160 316 21277 3
83 102 862 2
156 301 19828 2
137 329 14279 2
138 329 482 2
157 328 67381 2
157 371 42484 4
90 145 3402 2
124 335 104388 2
165 335 47200 2
153 186 4247 2
173 333 79897 1
140 321 23298 1
57 278 28365 2
63 87 7476 3
64 137 13200 1
98 186 4458 1
63 117 1816 1
80 329 7745 1
63 185 16535 1
71 185 19810 2
65 200 1620 2
86 180 1807 6
94 279 206 6
80 276 2401 2
56 175 10355 2
80 262 58945 2
77 242 9323 2
77 77 5958 2
96 292 3931 4
62 398 17940 4
70 261 16222 2
79 259 435 4
108 216 43719 2
65 328 27610 4
61 287 48924 6
64 286 21639 2
143 214 14040 1
65 257 1015 2
65 254 9241 2
65 249 862 2
48 200 682 2
119 214 9026 1
71 284 8496 2
78 275 11257 2
69 300 58369 4
77 275 10406 2
61 275 57428 4
60 275 7267 4
90 318 7431 2
77 276 18199 2
86 340 16528 2
87 340 7259 2
84 287 6639 2
84 94 841 4
84 285 4689 2
83 285 30851 2
83 94 18462 2
90 285 32589 2
90 94 4718 2
94 289 316 2
94 94 4952 2
91 94 557 8
89 94 22909 2
89 270 48303 2
92 285 61291 4
92 94 2335 6
91 289 53543 2
92 288 21473 2
91 285 7714 2
91 290 2705 2
83 340 7532 2
85 342 49021 2
