1000 2000 100
160 272 12376 8
297 352 73479 2
292 499 45754 2
208 284 458 2
181 573 37502 2
243 484 233570 2
368 520 348171 1
226 600 272672 3
230 436 1355 4
421 840 1075340 4
326 840 152871 4
274 568 118755 2
411 478 302255 1
319 371 124892 1
237 462 93791 1
233 293 152376 1
483 661 397245 2
271 305 84177 2
170 652 160997 1
241 390 113349 1
277 426 782 2
110 180 24527 1
129 318 100075 2
163 375 12891 2
162 351 77948 1
120 324 29373 1
189 625 52078 1
221 346 71467 1
233 523 368580 1
219 523 126832 1
241 649 249242 1
208 405 95424 1
152 392 44618 6
81 426 35061 1
122 372 18575 1
138 497 43438 2
138 412 129556 2
90 469 111805 2
115 441 56196 2
158 423 64916 3
141 423 114164 3
203 296 38491 1
213 293 86897 1
185 455 48866 4
160 283 35054 1
262 534 26520 1
168 222 5986 2
234 505 61418 1
163 323 450 3
161 190 12913 3
180 186 70285 2
181 630 14475 2
206 426 13506 1
155 616 191688 2
132 171 19 2
266 442 2466 1
175 439 16166 1
199 437 32476 2
209 264 4237 1
94 398 29933 1
209 643 139035 1
133 548 12443 4
256 330 70877 3
162 701 7163 10
130 380 34419 10
333 412 37550 1
272 702 912 1
193 412 121855 6
140 426 8751 3
224 681 445413 1
216 443 259715 2
216 440 46926 10
216 277 215393 2
445 654 7531 2
412 654 660757 2
345 654 326393 2
137 245 39641 2
286 689 10555 2
352 649 265763 1
478 670 255090 2
379 666 749350 2
312 354 173031 2
285 654 140824 1
278 666 158264 12
254 312 25967 2
145 224 42092 2
312 664 311484 8
238 664 52259 4
345 666 133275 2
379 682 131235 2
122 130 15526 8
360 648 115018 2
260 648 388972 2
260 645 164831 2
242 586 320372 4
313 666 256432 2
428 695 12780 6
361 695 8399 2
340 687 409355 4
238 324 36278 2
