1000 2000 150
151 367 146460 5
151 274 9 2
181 252 9058 2
151 252 58536 4
105 394 6106 2
132 351 43323 1
183 322 148965 1
168 313 60784 4
160 602 15974 1
191 666 51937 2
191 621 148343 2
188 396 86818 1
188 367 3172 2
194 384 54768 1
96 130 6061 1
206 410 19259 1
246 339 30040 2
239 349 4790 2
151 374 69181 2
196 382 14012 1
151 382 47177 2
173 581 50553 2
159 389 149598 4
159 272 30008 2
190 370 96613 2
190 368 97165 2
196 511 33852 1
166 277 6387 2
210 268 149710 3
127 646 34620 4
142 374 7520 2
186 382 5548 2
117 397 66464 4
212 355 24227 1
179 314 86877 2
143 527 3685 4
125 355 24852 4
125 288 58678 4
79 188 37303 2
145 274 43232 2
88 346 1810 1
158 572 49755 2
222 600 15753 1
162 464 2594 1
247 564 215246 1
239 357 18953 1
272 354 258630 2
104 377 103115 2
171 218 29092 1
170 219 2343 1
134 281 73676 1
197 348 27081 2
261 526 28591 10
281 297 23713 1
571 713 535567 4
571 705 597068 4
585 705 1157710 1
585 672 1060790 3
285 705 339197 2
278 670 591410 2
189 652 286490 5
233 535 280207 4
165 360 123645 2
386 654 242772 2
300 495 13688 2
227 300 59407 2
228 681 111033 2
484 684 1160560 3
345 617 207733 2
312 340 24682 2
364 654 91877 2
300 354 12962 2
385 627 292696 1
186 664 314903 2
278 280 33927 2
278 664 81405 4
179 257 54383 4
312 674 63705 4
278 674 133003 2
345 430 239849 2
296 651 542335 2
263 345 165959 2
196 651 300646 2
345 664 387527 4
179 287 25984 2
225 505 156238 8
372 627 6838 2
369 652 111360 4
328 652 248151 2
278 364 172551 2
278 654 381767 2
281 507 6923 1
250 713 385114 2
248 310 20539 4
221 713 15732 2
216 713 59456 2
214 277 122982 2
212 727 98863 2
626 732 4830 6
247 677 230 1
274 392 8568 1
274 347 69259 1
127 392 130726 1
109 502 1740 2
207 495 25958 1
104 133 8754 1
235 330 108981 4
302 677 2868 1
136 677 291268 1
136 335 58447 2
169 396 1749 2
167 196 35423 1
164 202 4772 1
149 642 105120 2
135 362 55862 2
100 196 31204 1
172 238 54828 1
195 521 66372 2
183 373 47598 2
183 340 143830 6
225 282 35065 2
253 353 1833 2
240 642 581966 1
233 325 622 1
242 613 67003 1
108 282 42982 1
255 389 67368 1
255 355 122263 1
255 347 15749 1
242 589 91842 1
280 680 498563 1
245 555 22308 1
233 442 345184 1
253 386 196309 1
222 659 28545 1
224 708 27750 1
271 444 96393 1
271 420 2982 1
246 320 67506 1
266 284 7376 1
154 567 62225 1
374 614 179134 1
277 336 278008 1
240 664 23706 1
234 633 130339 1
219 627 164945 1
198 354 60340 1
303 648 482669 1
161 669 36560 1
195 352 87954 4
