500 1000 50
115 227 22642 2
87 152 15320 2
181 290 148658 2
185 335 199654 8
95 341 29920 2
52 115 6768 1
66 185 17769 3
85 100 300 1
67 87 4446 1
44 62 9241 1
71 186 788 2
106 347 127063 1
43 347 23887 2
113 347 21972 1
78 211 2814 8
75 285 2170 2
104 285 57285 1
92 186 6109 2
92 152 12625 2
150 186 60044 2
76 162 2162 6
79 196 5974 4
96 232 19161 2
80 266 7678 3
82 274 20868 2
82 266 11423 2
80 150 8565 6
66 231 15447 2
64 205 338 2
67 194 35727 2
66 190 7054 2
94 215 14234 2
94 200 45857 4
96 305 13902 1
84 168 4868 2
83 168 3031 2
78 277 35425 6
94 157 37 2
95 192 620 6
95 191 27096 4
95 215 20990 4
78 215 5554 2
79 266 11189 2
121 267 31187 1
105 164 13636 2
95 156 38437 6
81 307 7570 2
85 307 55325 4
72 97 15787 3
113 282 1654 1
