1000 2000 50
227 694 66547 1
157 423 19424 8
150 570 66451 2
209 570 167845 1
184 373 13690 2
185 304 1188 2
300 373 215680 2
153 324 26301 6
159 393 167731 4
192 464 176614 2
161 533 103268 3
165 549 41615 2
165 533 46292 2
161 300 6740 6
133 463 193688 2
128 411 1083 2
134 389 73064 2
132 381 20132 2
189 431 217 2
189 400 145928 4
193 610 287374 1
168 337 140381 2
166 337 16233 2
156 555 86836 6
189 314 7462 2
191 384 1637 6
191 382 50128 4
191 430 2381 4
157 430 9643 2
158 532 452 2
243 534 125612 1
211 328 10480 2
191 312 34987 6
163 615 36116 2
171 615 225009 4
144 194 9174 2
226 565 113430 1
87 565 82510 1
199 706 311934 6
199 329 71137 4
91 191 5065 1
201 374 4088 2
201 241 11604 2
201 308 70237 2
148 441 2542 3
157 318 23727 6
213 251 91263 3
134 431 61852 2
134 438 26954 2
162 544 9140 8
