1000 2000 50
198 354 13097 1
303 648 508471 1
161 669 155526 1
195 352 26840 4
162 318 15920 2
120 328 7697 1
229 587 175965 2
96 587 1803 2
135 237 25850 1
184 587 202966 1
232 452 243807 1
149 338 1068 4
154 312 18722 4
144 579 106501 2
144 369 12106 2
166 409 202250 9
162 665 361567 2
199 367 149467 8
200 302 10478 2
100 229 18046 1
204 631 421503 1
103 452 35051 2
99 362 31043 2
89 369 26222 2
85 371 4186 4
153 187 25074 5
153 184 26804 2
137 810 289721 1
170 170 58370 1
111 474 94839 2
94 474 2132 2
119 524 162608 2
209 317 7050 1
180 424 13449 8
81 144 23860 1
213 652 180704 1
86 652 14245 1
148 335 7137 6
126 237 44958 3
197 410 14758 1
117 441 80545 2
115 570 17592 2
91 377 40497 1
116 409 41227 2
137 559 251651 6
215 244 39173 2
183 417 69092 4
104 327 30219 2
152 629 5232 3
151 629 97345 4
