1000 2000 150
228 394 271210 1
145 317 47947 1
272 680 344386 2
410 646 95675 2
334 646 45841 2
371 597 17871 2
295 434 59628 2
195 393 12628 2
203 759 235821 2
261 703 69011 2
508 654 361358 1
351 671 90845 1
371 643 353828 4
304 573 83250 3
275 458 57754 2
233 357 159808 1
131 670 328076 1
207 585 308272 1
404 652 85182 1
251 395 61784 1
232 413 121219 1
199 705 273172 3
634 658 233613 1
368 653 230518 1
124 382 226 6
124 315 35 2
378 654 457363 2
174 496 177691 1
142 448 42470 2
402 700 39620 2
273 646 16173 1
102 169 1736 1
211 261 4200 1
411 432 152312 1
119 260 11242 2
256 680 30366 1
304 304 18027 2
250 252 13975 1
260 688 142614 1
200 558 181921 2
230 416 1767 2
230 250 125712 1
347 644 466778 1
206 424 48234 1
107 413 109195 2
102 403 2490 2
169 169 55609 6
116 511 3082 2
104 490 24137 2
248 850 361187 1
119 530 41550 2
114 483 43210 2
240 358 151594 1
245 303 136462 6
255 421 27321 1
255 391 47665 1
237 595 77277 1
237 625 327009 1
380 624 34810 2
155 679 44920 2
187 679 16228 2
164 376 24003 6
164 310 102605 4
175 720 178466 1
87 720 207860 1
194 578 96447 4
112 527 55594 10
172 440 33436 2
230 249 7942 1
186 505 33409 1
123 242 11708 1
154 305 51884 1
174 470 75636 1
185 574 82283 3
187 566 179489 2
131 553 54328 2
101 364 60751 3
112 454 178386 2
114 450 121461 2
113 419 16979 2
277 379 20484 1
177 349 135546 1
147 334 7674 8
131 148 9627 2
123 148 37301 1
133 330 2910 4
187 389 10598 2
104 191 35934 1
153 437 4681 2
176 379 11658 4
180 334 121574 4
155 644 50913 2
103 373 1866 2
155 360 62730 8
155 293 72242 2
261 404 303163 5
188 212 55034 1
212 412 201586 1
184 369 68567 2
188 247 27166 6
155 236 7859 4
139 223 72501 1
364 500 299682 1
364 533 104154 1
282 292 210678 5
133 464 4547 2
183 572 48728 4
155 555 69841 2
168 545 46856 4
136 522 161677 2
170 447 148 2
180 329 23240 2
185 645 212952 2
226 330 67600 1
210 324 119854 1
200 317 13215 2
226 311 21133 1
286 309 40787 1
194 309 20263 6
272 286 14340 2
148 641 4011 8
271 324 38915 1
316 657 659371 2
321 642 201849 2
190 541 276876 2
316 366 184570 4
166 316 46097 4
288 656 415408 2
216 648 161558 2
166 310 77572 2
241 625 5492 4
120 705 58501 1
64 678 36939 1
157 312 4832 1
210 255 96232 1
85 276 57337 1
468 709 485252 1
193 335 8374 1
97 335 6392 1
165 284 76305 1
134 217 50216 1
147 232 50642 1
140 216 12935 1
210 432 138132 1
153 269 26473 1
146 537 138786 2
108 249 36145 2
165 212 6521 1
267 459 63173 2
142 400 36488 2
