1000 2000 100
469 690 32098 2
467 690 52321 2
447 690 19051 2
431 650 184400 2
271 666 348085 2
380 627 51035 2
271 671 164760 4
230 297 19504 2
271 661 365691 4
271 281 26987 6
371 660 623019 2
321 660 76500 2
321 658 30706 2
321 358 55916 2
299 455 194435 2
231 455 252984 2
175 304 60551 2
362 581 448105 2
371 670 356258 8
191 682 102386 2
105 230 22232 1
132 371 125752 3
171 201 418 1
134 174 3687 1
89 125 2313 1
142 373 153097 2
213 694 68216 1
87 694 80961 2
227 694 164667 1
157 423 1393 8
150 570 4864 2
209 570 121337 1
184 373 55041 2
185 304 31731 2
300 373 27103 2
153 324 1335 6
159 393 3462 4
192 464 108938 2
161 533 180322 3
165 549 32551 2
165 533 170334 2
161 300 28567 6
133 463 27348 2
128 411 132169 2
134 389 27964 2
132 381 63795 2
189 431 183903 2
189 400 170642 4
193 610 208801 1
168 337 44459 2
166 337 28134 2
156 555 33619 6
189 314 65291 2
191 384 9884 6
191 382 155522 4
191 430 201924 4
157 430 144114 2
158 532 28690 2
243 534 214654 1
211 328 127370 2
191 312 52707 6
163 615 257634 2
171 615 75187 4
144 194 45585 2
226 565 154945 1
87 565 120746 1
199 706 294464 6
199 329 103289 4
91 191 2658 1
201 374 61336 2
201 241 22193 2
201 308 225318 2
148 441 38288 3
157 318 18302 6
213 251 7146 3
134 431 1301 2
134 438 13912 2
162 544 130468 8
168 555 46866 2
168 544 22688 2
226 672 186421 1
200 443 28370 2
226 327 212623 1
233 311 14688 4
226 284 29742 1
260 402 18342 1
125 265 63057 4
141 383 64645 4
133 386 5015 2
134 380 42240 2
128 482 35447 2
304 462 38997 4
119 325 44136 2
184 311 3554 2
160 309 8819 2
179 599 277341 2
213 481 180019 2
129 246 411 6
103 414 11195 2
185 426 114865 2
