1000 2000 100
340 687 409355 4
238 324 36278 2
234 687 291073 2
379 687 192813 4
312 687 82892 2
312 320 200102 2
245 254 1083 2
372 643 215417 4
277 372 293309 2
243 372 4209 4
172 243 28873 2
339 643 443984 2
239 643 153125 6
472 643 851853 2
472 654 731611 2
184 227 21711 2
417 430 17015 8
380 417 28693 6
330 417 132211 34
192 194 74281 2
187 194 1325 2
328 359 20711 4
274 331 88910 2
134 316 45797 4
118 349 4134 2
446 627 1638 1
325 627 409522 4
246 627 25063 1
240 647 227819 6
307 659 16163 2
240 281 18699 2
314 626 112562 3
214 340 112895 4
281 657 93626 3
280 657 48369 1
263 657 267068 4
247 313 118603 2
374 626 290090 2
274 661 16025 2
240 661 198409 2
174 281 130426 8
307 669 560258 8
483 669 13404 2
280 669 20009 1
346 654 198446 1
259 682 318500 2
307 657 62934 4
214 240 7888 2
354 447 2146 2
243 660 240629 2
223 327 103648 2
220 364 68273 2
390 428 65204 2
243 690 240743 2
397 437 234417 2
305 437 127916 2
305 670 144224 2
207 354 9258 2
203 354 72725 2
195 670 131197 4
315 647 433744 2
193 345 46704 2
319 644 186897 2
203 284 4237 2
288 697 60870 2
272 318 223216 2
272 304 137930 2
240 272 33526 2
323 587 379604 2
305 664 119821 2
261 645 46691 2
258 632 324290 2
196 649 105432 2
197 262 31624 2
228 290 5759 2
375 447 169971 2
357 439 6676 2
255 642 445666 2
238 663 264075 8
204 663 19228 16
274 440 14004 1
258 638 379583 1
261 317 231359 3
254 692 91056 1
201 667 70576 4
234 366 73144 2
234 343 90015 1
290 368 87130 1
244 544 23732 1
164 237 992 2
183 367 49631 2
166 387 192345 2
131 395 53321 2
300 377 48288 2
263 635 146747 1
237 601 279139 1
213 340 41336 2
213 349 42311 1
252 364 29178 2
252 281 77717 2
