500 1000 50
105 158 34206 3
71 75 3116 1
76 168 7274 6
76 119 4 2
97 275 8841 1
77 102 576 2
114 183 712 4
113 183 11522 4
114 117 4511 4
74 207 10572 4
74 206 36287 4
85 204 19080 12
85 155 7456 2
74 334 5305 2
92 175 9986 6
85 175 2842 3
93 154 4105 1
99 294 38862 1
41 294 602 1
63 279 16490 6
42 183 6773 1
83 135 19718 1
61 133 6680 2
92 275 29544 2
67 275 9744 2
93 273 2801 2
115 236 1121 1
169 335 7373 1
100 298 8199 1
93 113 13350 2
166 251 151119 1
90 218 9213 1
127 258 39780 1
113 228 201 2
111 228 61260 2
114 225 9516 2
77 135 16750 1
52 77 7908 1
87 224 5469 4
129 285 3793 1
153 287 77199 1
153 202 27153 1
112 283 33866 2
73 402 3698 2
108 180 14736 3
146 342 138097 1
120 269 26258 1
104 340 4658 2
137 292 3646 2
98 302 14137 1
