1000 2000 50
173 683 359184 2
176 679 3470 2
141 434 42891 2
145 459 88942 2
168 586 215113 2
179 546 4980 2
181 267 38174 1
110 278 5371 2
218 247 22658 1
167 262 63388 3
266 339 40163 1
164 311 18147 1
274 339 3004 1
164 402 101336 1
108 343 78283 3
108 337 14149 2
108 264 12981 3
108 312 8833 3
108 298 78147 3
427 705 62885 2
325 675 7982 1
466 674 264837 3
327 671 224533 1
415 674 830777 2
203 260 18766 2
259 546 297297 2
159 547 4079 2
386 669 148544 1
158 422 116931 1
323 517 179454 1
290 353 90389 1
311 588 27895 1
311 688 808486 2
339 505 445869 1
314 338 263799 3
314 688 558415 3
255 688 232239 2
467 635 921807 2
171 374 243364 1
369 640 183855 1
370 641 4690 1
223 629 251517 1
80 425 17785 2
295 631 222888 2
221 581 97480 1
160 272 148270 8
297 352 224164 2
292 499 124674 2
208 284 125820 2
181 573 281 2
