1000 2000 50
261 404 1142 5
188 212 31778 1
212 412 31534 1
184 369 30202 2
188 247 70132 6
155 236 49273 4
139 223 4205 1
364 500 884 1
364 533 523284 1
282 292 141831 5
133 464 229069 2
183 572 28123 4
155 555 135030 2
168 545 107613 4
136 522 74572 2
170 447 15676 2
180 329 46862 2
185 645 4003 2
226 330 164351 1
210 324 91181 1
200 317 84145 2
226 311 153583 1
286 309 123458 1
194 309 89556 6
272 286 80926 2
148 641 243987 8
271 324 283380 1
316 657 4917 2
321 642 100691 2
190 541 169337 2
316 366 145463 4
166 316 35531 4
288 656 13279 2
216 648 36811 2
166 310 66952 2
241 625 24706 4
120 705 117984 1
64 678 87074 1
157 312 86870 1
210 255 82410 1
85 276 481 1
468 709 241096 1
193 335 15940 1
97 335 12987 1
165 284 41456 1
134 217 57786 1
147 232 3245 1
140 216 17029 1
210 432 23235 1
153 269 61296 1
