1000 2000 150
291 657 212139 4
292 657 11634 2
202 315 41650 2
291 631 195237 2
292 631 12319 1
291 618 143057 2
292 618 117646 1
328 702 54265 2
329 702 54157 1
328 357 80444 2
329 357 161588 1
314 664 340586 9
373 669 333744 1
240 620 101392 1
307 665 508844 1
308 665 91115 1
252 280 211390 2
240 615 258394 1
181 286 55625 4
311 412 193229 2
160 279 109256 2
430 448 88577 2
230 328 62142 2
259 628 363458 2
234 272 10202 2
234 548 21640 2
240 670 308145 4
174 624 76192 2
214 291 158875 4
231 269 44508 2
373 670 44725 1
207 702 234351 2
330 651 1246 4
307 646 172832 10
378 664 3003 2
244 664 52095 2
244 285 105416 2
278 295 16131 2
373 646 237851 2
274 428 217308 4
249 529 26648 1
236 526 32906 1
233 526 363034 1
253 516 439526 1
256 509 152572 1
177 678 3857 6
136 501 12278 2
132 468 164719 2
119 408 15892 2
107 408 39778 2
197 708 78700 2
183 718 61475 2
216 516 1544 1
283 492 26109 1
278 492 94323 5
218 340 91097 1
152 285 59451 4
230 597 91536 1
240 280 27713 4
317 755 162972 1
359 412 31276 1
228 394 271210 1
145 317 47947 1
272 680 344386 2
410 646 95675 2
334 646 45841 2
371 597 17871 2
295 434 59628 2
195 393 12628 2
203 759 235821 2
261 703 69011 2
508 654 361358 1
351 671 90845 1
371 643 353828 4
304 573 83250 3
275 458 57754 2
233 357 159808 1
131 670 328076 1
207 585 308272 1
404 652 85182 1
251 395 61784 1
232 413 121219 1
199 705 273172 3
634 658 233613 1
368 653 230518 1
124 382 226 6
124 315 35 2
378 654 457363 2
174 496 177691 1
142 448 42470 2
402 700 39620 2
273 646 16173 1
102 169 1736 1
211 261 4200 1
411 432 152312 1
119 260 11242 2
256 680 30366 1
304 304 18027 2
250 252 13975 1
260 688 142614 1
200 558 181921 2
230 416 1767 2
230 250 125712 1
347 644 466778 1
206 424 48234 1
107 413 109195 2
102 403 2490 2
169 169 55609 6
116 511 3082 2
104 490 24137 2
248 850 361187 1
119 530 41550 2
114 483 43210 2
240 358 151594 1
245 303 136462 6
255 421 27321 1
255 391 47665 1
237 595 77277 1
237 625 327009 1
380 624 34810 2
155 679 44920 2
187 679 16228 2
164 376 24003 6
164 310 102605 4
175 720 178466 1
87 720 207860 1
194 578 96447 4
112 527 55594 10
172 440 33436 2
230 249 7942 1
186 505 33409 1
123 242 11708 1
154 305 51884 1
174 470 75636 1
185 574 82283 3
187 566 179489 2
131 553 54328 2
101 364 60751 3
112 454 178386 2
114 450 121461 2
113 419 16979 2
277 379 20484 1
177 349 135546 1
147 334 7674 8
131 148 9627 2
123 148 37301 1
133 330 2910 4
187 389 10598 2
104 191 35934 1
153 437 4681 2
