1000 2000 100
295 434 20702 2
195 393 33538 2
203 759 68060 2
261 703 145282 2
508 654 386574 1
351 671 407139 1
371 643 517537 4
304 573 250764 3
275 458 148282 2
233 357 72423 1
131 670 6712 1
207 585 69677 1
404 652 194021 1
251 395 76272 1
232 413 58756 1
199 705 483624 3
634 658 985865 1
368 653 36913 1
124 382 3275 6
124 315 102374 2
378 654 317538 2
174 496 41642 1
142 448 130539 2
402 700 28604 2
273 646 277038 1
102 169 16320 1
211 261 91321 1
411 432 82303 1
119 260 23374 2
256 680 390463 1
304 304 190568 2
250 252 45663 1
260 688 226533 1
200 558 196669 2
230 416 34266 2
230 250 13926 1
347 644 23738 1
206 424 211113 1
107 413 18760 2
102 403 16678 2
169 169 100061 6
116 511 45535 2
104 490 38229 2
248 850 195858 1
119 530 98558 2
114 483 61229 2
240 358 234553 1
245 303 161039 6
255 421 299803 1
255 391 103531 1
237 595 217023 1
237 625 182700 1
380 624 14335 2
155 679 57787 2
187 679 36021 2
164 376 74359 6
164 310 8663 4
175 720 73145 1
87 720 87195 1
194 578 117372 4
112 527 12204 10
172 440 139204 2
230 249 31584 1
186 505 19802 1
123 242 35465 1
154 305 44413 1
174 470 65508 1
185 574 23780 3
187 566 16698 2
131 553 29296 2
101 364 24609 3
112 454 39623 2
114 450 10702 2
113 419 23048 2
277 379 65249 1
177 349 20352 1
147 334 61255 8
131 148 423 2
123 148 31376 1
133 330 125357 4
187 389 35270 2
104 191 4685 1
153 437 120601 2
176 379 21929 4
180 334 7636 4
155 644 29120 2
103 373 41134 2
155 360 175710 8
155 293 15868 2
261 404 278509 5
188 212 1909 1
212 412 41380 1
184 369 25747 2
188 247 7339 6
155 236 119220 4
139 223 10665 1
364 500 257312 1
364 533 271895 1
282 292 126127 5
133 464 24915 2
