500 1000 100
108 356 18905 2
107 138 1705 2
106 363 136020 2
313 366 318556 6
123 338 95518 1
137 196 17570 1
137 173 44158 1
63 196 2026 1
54 251 28004 2
103 247 49282 1
52 66 105 1
117 165 6303 4
151 338 8422 1
68 338 36057 1
68 167 15611 2
84 198 1041 2
83 98 3884 1
82 101 4993 1
74 321 20131 2
67 181 5210 2
50 98 9632 1
86 119 8719 1
97 260 12837 2
91 186 48383 3
91 170 19571 6
112 141 9355 2
126 176 1602 2
120 321 9832 1
116 162 20574 1
121 306 29925 1
54 141 25331 1
127 194 47227 1
127 177 43525 1
127 173 301 1
121 294 65956 1
140 340 7323 1
122 277 10266 1
116 221 12692 1
126 193 20366 1
111 329 15130 1
112 354 73529 1
135 222 19850 1
135 210 2003 1
123 160 49698 1
133 142 17152 1
77 283 40039 1
187 307 129791 1
138 168 36669 1
120 332 35738 1
117 316 109106 1
109 313 57831 1
99 177 12861 1
151 324 23465 1
80 334 9391 1
97 176 5515 4
81 159 3503 2
60 164 18984 1
114 293 46533 2
48 293 14231 2
67 118 12826 1
92 293 44985 1
116 226 18415 1
74 169 9353 4
77 156 425 4
72 289 29980 2
72 184 37473 2
83 204 12206 9
81 332 21034 2
99 183 11057 8
100 151 8572 2
50 114 7658 1
102 315 28664 1
51 226 6913 2
49 181 18838 2
44 184 21938 2
42 185 10869 4
76 93 2988 5
76 92 1070 2
68 405 21392 1
85 85 3805 1
55 237 1139 2
47 237 1094 2
59 262 23073 2
104 158 7395 1
90 212 18617 8
40 72 1708 1
106 326 20564 1
43 326 10221 1
74 167 2364 6
63 118 5445 3
98 205 3463 1
58 220 14227 2
57 285 15163 2
45 188 5500 3
58 204 5223 2
68 279 274 6
107 122 23652 2
91 208 45677 4
52 163 2774 2
76 314 3595 3
