500 1000 150
158 328 45720 2
160 321 47740 2
95 270 78804 2
158 183 28394 4
83 158 16906 4
144 328 68 2
108 324 3783 2
83 155 58 2
120 312 41908 4
60 352 6719 1
32 339 8657 1
78 156 13924 1
105 127 280 1
42 138 3945 1
234 354 151466 1
96 167 9173 1
48 167 8496 1
82 142 374 1
67 108 18204 1
73 116 5807 1
70 108 68 1
105 216 12938 1
76 134 964 1
73 268 13021 2
54 124 22974 2
82 106 10033 1
133 229 1634 2
71 200 39263 2
39 121 1534 1
67 279 7980 2
67 174 14332 1
64 95 11675 2
58 294 33744 6
72 263 60618 2
66 149 13666 3
68 336 21615 1
96 334 1949 1
167 220 18094 1
134 357 1741 1
69 268 985 1
80 336 12117 1
69 89 404 1
100 186 9960 1
187 336 55084 1
152 329 25104 6
152 168 51323 2
136 168 3265 4
169 327 51891 7
136 155 72192 4
152 333 104416 6
120 328 67167 3
214 323 10732 3
168 187 8522 2
187 334 149086 8
120 334 6113 2
103 145 144 6
137 334 5249 4
158 333 56443 2
158 335 40657 2
140 307 432 1
118 164 3886 2
70 118 6260 2
190 323 54402 1
208 335 43509 1
191 329 12363 2
187 329 2103 2
220 329 5668 2
146 329 4164 3
158 318 1989 2
153 312 8865 2
151 301 124865 2
220 312 185695 2
112 120 5782 2
135 329 7332 4
185 324 21094 4
135 324 77654 6
135 137 65866 2
160 324 15936 6
134 190 8798 2
124 158 3795 8
167 353 12096 2
96 355 14414 2
125 308 4778 2
210 303 104078 2
144 307 114164 2
143 308 1681 2
141 185 22318 2
167 317 16479 2
147 170 1292 2
119 156 20620 2
79 152 9469 2
94 174 35165 2
108 156 12624 2
181 294 111014 2
241 345 235369 2
234 345 5232 2
233 345 103811 2
223 345 31041 2
215 325 128357 2
135 333 5611 2
190 313 131221 2
135 335 8638 4
115 148 18394 2
135 330 12518 4
135 140 17208 6
185 330 18793 2
160 330 34171 2
160 329 164307 2
160 179 72130 2
149 227 85005 2
115 227 57696 2
87 152 242 2
181 290 43809 2
185 335 11831 8
95 341 7612 2
52 115 852 1
66 185 5976 3
85 100 5013 1
67 87 694 1
44 62 2060 1
71 186 10166 2
106 347 90085 1
43 347 45040 2
113 347 120653 1
78 211 17123 8
75 285 52234 2
104 285 76896 1
92 186 1761 2
92 152 11041 2
150 186 71768 2
76 162 12189 6
79 196 30139 4
96 232 13189 2
80 266 53659 3
82 274 39444 2
82 266 76723 2
80 150 15152 6
66 231 11077 2
64 205 35225 2
67 194 9793 2
66 190 7731 2
94 215 13074 2
94 200 5453 4
96 305 7452 1
84 168 585 2
83 168 85 2
78 277 8823 6
94 157 3872 2
95 192 6462 6
95 191 34455 4
