1000 2000 150
103 286 52567 5
167 640 22148 4
163 388 6802 3
149 303 9540 1
202 286 115388 1
185 239 10199 1
77 362 17661 1
219 715 89563 4
219 227 9438 4
229 247 45704 1
91 488 82093 4
82 398 11952 2
131 371 8503 2
286 593 269540 1
159 371 20385 3
155 624 10406 2
124 498 1006 2
149 274 15851 1
231 651 71223 1
81 651 112174 1
195 574 21410 2
164 353 77060 2
126 300 13136 10
162 171 10696 1
128 529 80442 2
111 441 14765 2
254 558 89268 1
137 321 76943 3
206 417 72364 1
262 338 98314 2
153 286 52452 4
129 434 1563 2
157 524 68237 2
164 326 17620 2
246 459 36031 1
162 706 63431 1
216 229 52460 1
239 454 12836 1
226 414 99145 1
166 214 11010 1
94 344 39320 2
239 431 19660 1
161 591 204030 2
148 487 41485 4
193 296 4964 2
100 245 24 2
68 139 21416 2
183 451 122352 2
120 470 84573 2
97 303 35193 2
164 365 47232 4
197 560 39921 1
143 560 38622 4
159 446 121230 4
211 316 151632 3
143 150 1732 1
153 337 19070 3
152 337 100397 3
153 238 50876 1
152 238 42418 1
194 551 57000 1
155 205 24348 2
228 366 109176 4
227 366 36908 4
228 234 99209 4
163 706 1190 2
149 414 24191 4
149 413 50980 4
170 409 28380 6
170 408 29667 6
170 311 2503 2
148 668 27252 2
184 351 30256 6
171 351 50076 3
187 308 20838 1
199 588 159685 1
83 588 87130 1
127 558 27388 6
85 367 32137 1
166 270 37191 1
123 266 44084 2
185 551 42626 2
135 551 45195 2
187 547 20770 2
231 472 35871 1
338 670 257851 1
200 597 181929 1
187 227 2843 2
332 503 236269 1
180 437 174335 1
254 517 278596 1
227 457 129126 2
222 457 229686 2
229 451 129565 2
154 271 56046 1
105 154 21663 1
175 448 103786 4
258 570 1052 1
307 574 19889 1
307 405 60417 1
224 566 172632 2
147 804 302094 2
217 360 130027 3
292 685 293334 1
241 539 59869 1
208 681 125987 2
274 585 23489 2
196 604 86818 1
195 604 183133 1
370 664 83737 1
369 664 42981 2
280 349 202432 2
280 664 106470 2
281 349 42969 1
281 664 154223 1
201 252 54967 2
267 652 77718 6
274 653 10482 2
381 666 139722 4
348 652 504403 2
341 653 130973 2
174 657 7385 2
308 653 17903 1
307 653 40017 1
281 622 78299 2
248 622 202893 2
277 653 641959 4
352 481 29471 2
224 653 137221 2
313 691 756691 3
188 398 2396 2
296 360 5772 2
273 732 535664 1
252 398 47197 2
252 314 1927 6
272 466 109704 4
272 333 83491 6
369 383 14487 2
134 285 9519 16
367 652 157207 2
187 285 21473 2
158 613 266451 2
438 465 395963 2
438 467 108551 2
252 448 6835 2
331 633 659752 2
321 633 64468 3
166 205 66625 2
312 602 530332 2
275 658 331509 2
