1000 2000 50
248 310 98757 4
221 713 246167 2
216 713 391263 2
214 277 147497 2
212 727 9347 2
626 732 724449 6
247 677 508801 1
274 392 8376 1
274 347 51375 1
127 392 64579 1
109 502 130359 2
207 495 113762 1
104 133 6085 1
235 330 116648 4
302 677 97094 1
136 677 22861 1
136 335 50286 2
169 396 71816 2
167 196 26852 1
164 202 27487 1
149 642 64552 2
135 362 140799 2
100 196 1381 1
172 238 7888 1
195 521 19798 2
183 373 64052 2
183 340 152883 6
225 282 32644 2
253 353 5429 2
240 642 47017 1
233 325 280289 1
242 613 427368 1
108 282 68778 1
255 389 143866 1
255 355 29557 1
255 347 569 1
242 589 66855 1
280 680 11729 1
245 555 30192 1
233 442 37288 1
253 386 14404 1
222 659 59474 1
224 708 61366 1
271 444 153450 1
271 420 188396 1
246 320 702 1
266 284 23546 1
154 567 10544 1
374 614 117721 1
277 336 139186 1
