1000 2000 50
174 496 215421 1
142 448 213633 2
402 700 742857 2
273 646 222104 1
102 169 17317 1
211 261 178090 1
411 432 169896 1
119 260 34771 2
256 680 159962 1
304 304 91504 2
250 252 63 1
260 688 221943 1
200 558 71436 2
230 416 46612 2
230 250 148678 1
347 644 461448 1
206 424 34427 1
107 413 24452 2
102 403 14301 2
169 169 3079 6
116 511 49245 2
104 490 59127 2
248 850 164405 1
119 530 9011 2
114 483 117529 2
240 358 15926 1
245 303 18257 6
255 421 100956 1
255 391 91713 1
237 595 38727 1
237 625 45306 1
380 624 331922 2
155 679 76779 2
187 679 119692 2
164 376 9032 6
164 310 46998 4
175 720 97586 1
87 720 39868 1
194 578 11420 4
112 527 63945 10
172 440 26773 2
230 249 97177 1
186 505 78905 1
123 242 3426 1
154 305 74328 1
174 470 178534 1
185 574 7535 3
187 566 27134 2
131 553 62759 2
101 364 86293 3
