1000 2000 150
300 354 12962 2
385 627 292696 1
186 664 314903 2
278 280 33927 2
278 664 81405 4
179 257 54383 4
312 674 63705 4
278 674 133003 2
345 430 239849 2
296 651 542335 2
263 345 165959 2
196 651 300646 2
345 664 387527 4
179 287 25984 2
225 505 156238 8
372 627 6838 2
369 652 111360 4
328 652 248151 2
278 364 172551 2
278 654 381767 2
281 507 6923 1
250 713 385114 2
248 310 20539 4
221 713 15732 2
216 713 59456 2
214 277 122982 2
212 727 98863 2
626 732 4830 6
247 677 230 1
274 392 8568 1
274 347 69259 1
127 392 130726 1
109 502 1740 2
207 495 25958 1
104 133 8754 1
235 330 108981 4
302 677 2868 1
136 677 291268 1
136 335 58447 2
169 396 1749 2
167 196 35423 1
164 202 4772 1
149 642 105120 2
135 362 55862 2
100 196 31204 1
172 238 54828 1
195 521 66372 2
183 373 47598 2
183 340 143830 6
225 282 35065 2
253 353 1833 2
240 642 581966 1
233 325 622 1
242 613 67003 1
108 282 42982 1
255 389 67368 1
255 355 122263 1
255 347 15749 1
242 589 91842 1
280 680 498563 1
245 555 22308 1
233 442 345184 1
253 386 196309 1
222 659 28545 1
224 708 27750 1
271 444 96393 1
271 420 2982 1
246 320 67506 1
266 284 7376 1
154 567 62225 1
374 614 179134 1
277 336 278008 1
240 664 23706 1
234 633 130339 1
219 627 164945 1
198 354 60340 1
303 648 482669 1
161 669 36560 1
195 352 87954 4
162 318 31174 2
120 328 11391 1
229 587 49133 2
96 587 61557 2
135 237 43739 1
184 587 7235 1
232 452 326952 1
149 338 103930 4
154 312 28569 4
144 579 97190 2
144 369 21429 2
166 409 72427 9
162 665 66257 2
199 367 218506 8
200 302 5275 2
100 229 5256 1
204 631 14578 1
103 452 107139 2
99 362 62583 2
89 369 17461 2
85 371 75879 4
153 187 30697 5
153 184 5472 2
137 810 42721 1
170 170 5040 1
111 474 32717 2
94 474 14613 2
119 524 31597 2
209 317 42031 1
180 424 12535 8
81 144 5720 1
213 652 137754 1
86 652 90958 1
148 335 17846 6
126 237 9636 3
197 410 57106 1
117 441 90111 2
115 570 23219 2
91 377 4023 1
116 409 7805 2
137 559 14440 6
215 244 87335 2
183 417 38145 4
104 327 5533 2
152 629 16047 3
151 629 791 4
151 366 24931 6
115 426 67214 2
111 462 121685 2
111 427 18081 2
92 399 8664 2
114 334 41494 2
197 401 80014 1
109 451 84783 6
108 451 53204 6
106 451 94257 2
125 188 3620 2
111 188 31974 1
182 371 101506 6
158 273 25331 2
271 465 18572 2
235 271 60487 2
191 271 50083 2
230 516 34815 4
205 531 3773 8
155 386 6300 1
249 328 111935 5
155 253 31208 2
155 356 60108 4
229 617 92484 2
229 616 303944 2
