500 1000 150
91 208 16077 4
52 163 12133 2
76 314 19234 3
75 314 13710 4
57 213 5984 2
55 231 28032 4
55 213 3948 2
46 199 2119 2
57 167 14468 2
98 200 39069 1
54 225 26054 12
53 225 36249 2
62 94 3174 2
55 94 107 1
91 185 1214 6
135 232 14995 2
117 135 18536 2
95 135 23297 2
115 258 30082 4
102 265 25742 12
77 193 2219 1
124 164 29868 5
77 126 5572 2
77 178 37649 4
114 308 58370 4
83 156 21979 2
95 213 33651 1
109 227 6738 1
123 151 6038 1
69 185 33902 18
142 185 6648 1
185 194 14922 1
185 227 29782 1
83 153 260 2
109 201 30849 1
82 279 76564 2
44 189 1985 1
202 340 78079 1
162 367 35172 1
86 87 1690 6
108 170 23720 1
77 164 17673 2
50 238 75 1
106 196 4054 2
69 279 6698 5
167 368 10738 1
217 255 58935 1
102 255 10219 1
95 206 36667 1
91 95 12673 1
99 181 22694 1
79 130 28983 2
69 264 2287 1
235 299 194304 1
127 326 33939 1
134 165 253 1
85 153 5353 1
85 167 6300 8
67 288 2831 1
126 179 444 1
104 209 10420 1
78 209 15794 1
64 128 521 2
127 325 11046 1
126 146 31217 1
73 217 15745 9
140 217 8839 1
171 185 2117 1
109 158 12652 1
79 209 2472 3
89 151 7268 1
131 160 3475 1
48 196 3503 1
122 325 3988 1
107 178 9915 2
121 336 16691 2
160 335 20931 2
76 127 21822 1
66 195 17370 1
80 131 5532 1
70 291 1045 2
96 143 7786 3
105 152 9993 1
64 207 745 2
64 198 4647 4
64 181 64 8
64 148 15 2
50 257 17763 6
68 221 642 8
80 190 11417 3
79 165 951 4
101 162 8057 2
75 161 33484 3
90 156 10141 2
91 156 12656 3
81 129 17674 2
74 295 52586 2
59 221 30596 2
101 219 30984 2
46 207 14408 2
65 205 32298 2
68 204 10535 4
65 203 22253 4
80 165 393 3
80 135 23715 3
80 272 45585 2
72 272 58604 4
72 258 744 2
70 258 46442 2
111 233 6297 2
63 230 5060 2
80 138 22510 2
67 133 709 6
79 284 22323 4
100 250 33027 1
50 148 9151 2
157 292 7367 2
134 322 83782 1
74 147 3670 1
66 217 24066 6
126 199 15997 4
80 197 5938 8
85 193 53845 6
112 184 2468 1
93 132 21838 1
81 132 3177 2
80 97 4620 2
67 70 3099 2
81 157 9704 2
144 291 89736 2
98 154 19823 2
222 312 21885 2
105 312 12836 2
63 287 1550 2
63 286 30408 2
62 285 3900 2
63 283 17549 2
125 248 72850 1
50 228 10072 10
117 133 4294 1
142 298 70929 1
133 286 34999 1
123 286 5487 1
133 268 91097 1
151 255 5220 1
116 148 1770 1
111 148 23892 1
106 117 11482 1
178 329 33129 1
110 372 8895 2
