1000 2000 100
103 452 13233 2
99 362 84794 2
89 369 5531 2
85 371 32086 4
153 187 12381 5
153 184 35720 2
137 810 4948 1
170 170 47097 1
111 474 66696 2
94 474 25496 2
119 524 26317 2
209 317 165215 1
180 424 61733 8
81 144 5451 1
213 652 91327 1
86 652 8992 1
148 335 29111 6
126 237 2723 3
197 410 57826 1
117 441 3757 2
115 570 89545 2
91 377 30108 1
116 409 3296 2
137 559 45099 6
215 244 15152 2
183 417 114411 4
104 327 41187 2
152 629 50643 3
151 629 28236 4
151 366 148542 6
115 426 51526 2
111 462 168630 2
111 427 56889 2
92 399 41870 2
114 334 42779 2
197 401 37624 1
109 451 312 6
108 451 103259 6
106 451 70737 2
125 188 4057 2
111 188 30874 1
182 371 81071 6
158 273 51263 2
271 465 279572 2
235 271 15889 2
191 271 107287 2
230 516 101548 4
205 531 99226 8
155 386 80580 1
249 328 20377 5
155 253 21039 2
155 356 29383 4
229 617 244330 2
229 616 2470 2
167 312 88714 2
190 426 108168 1
218 454 292746 1
246 303 114468 1
138 371 3307 2
284 371 162723 1
371 388 162509 1
371 454 87171 1
166 306 24016 2
218 403 59330 1
164 559 125425 2
89 379 7896 1
405 680 1616 1
325 735 36924 1
172 174 43495 6
217 341 56663 1
154 329 7945 2
101 477 105288 1
212 393 59510 2
139 558 264436 3
335 736 145896 1
435 511 463766 1
204 511 36392 1
191 413 13532 1
182 191 96611 1
199 362 182229 1
159 260 50900 2
139 528 15777 1
182 372 65451 1
471 598 583217 1
255 652 214956 1
269 331 284333 1
170 307 640 1
338 655 357157 1
171 335 65 8
134 577 44794 1
253 359 36599 1
209 419 528 1
156 418 164209 1
129 256 1601 2
255 650 343173 1
253 293 417 1
146 435 90930 9
280 435 145499 1
343 371 130818 1
218 317 31756 1
