1000 2000 100
91 488 147 4
82 398 14242 2
131 371 5918 2
286 593 495790 1
159 371 86174 3
155 624 141988 2
124 498 15089 2
149 274 26623 1
231 651 135558 1
81 651 84795 1
195 574 266825 2
164 353 21809 2
126 300 2992 10
162 171 64544 1
128 529 3355 2
111 441 100438 2
254 558 81354 1
137 321 69321 3
206 417 56639 1
262 338 13770 2
153 286 26430 4
129 434 46287 2
157 524 187170 2
164 326 1310 2
246 459 39254 1
162 706 64427 1
216 229 34734 1
239 454 47215 1
226 414 896 1
166 214 44321 1
94 344 26072 2
239 431 21950 1
161 591 5977 2
148 487 2852 4
193 296 2454 2
100 245 24769 2
68 139 3225 2
183 451 1301 2
120 470 60590 2
97 303 41680 2
164 365 181919 4
197 560 87570 1
143 560 32796 4
159 446 98493 4
211 316 193917 3
143 150 21475 1
153 337 23750 3
152 337 11985 3
153 238 78398 1
152 238 11998 1
194 551 78699 1
155 205 21066 2
228 366 19980 4
227 366 26947 4
228 234 67798 4
163 706 19557 2
149 414 68057 4
149 413 11319 4
170 409 49565 6
170 408 42727 6
170 311 12636 2
148 668 107256 2
184 351 17731 6
171 351 135927 3
187 308 612 1
199 588 198164 1
83 588 140566 1
127 558 2733 6
85 367 43735 1
166 270 2855 1
123 266 4789 2
185 551 258777 2
135 551 42232 2
187 547 305184 2
231 472 75890 1
338 670 379477 1
200 597 22279 1
187 227 144968 2
332 503 180102 1
180 437 99844 1
254 517 121788 1
227 457 372 2
222 457 33679 2
229 451 164443 2
154 271 81235 1
105 154 1385 1
175 448 171139 4
258 570 38662 1
307 574 27780 1
307 405 115065 1
224 566 2086 2
147 804 24996 2
217 360 150643 3
292 685 27265 1
241 539 136605 1
208 681 150481 2
274 585 5761 2
196 604 101372 1
195 604 141955 1
370 664 627639 1
