1000 2000 100
105 394 19955 2
132 351 19380 1
183 322 35429 1
168 313 3733 4
160 602 223756 1
191 666 21741 2
191 621 113 2
188 396 86752 1
188 367 17068 2
194 384 8134 1
96 130 3697 1
206 410 94849 1
246 339 41363 2
239 349 105277 2
151 374 3752 2
196 382 106226 1
151 382 142716 2
173 581 268061 2
159 389 168506 4
159 272 33263 2
190 370 122066 2
190 368 82425 2
196 511 74321 1
166 277 92665 2
210 268 23095 3
127 646 171253 4
142 374 89143 2
186 382 20009 2
117 397 90004 4
212 355 113190 1
179 314 149711 2
143 527 166656 4
125 355 55389 4
125 288 95319 4
79 188 2222 2
145 274 16067 2
88 346 17391 1
158 572 178088 2
222 600 28518 1
162 464 27963 1
247 564 432553 1
239 357 8475 1
272 354 42855 2
104 377 27569 2
171 218 116402 1
170 219 31424 1
134 281 40381 1
197 348 3455 2
261 526 116468 10
281 297 246145 1
571 713 777974 4
571 705 12253 4
585 705 554093 1
585 672 796963 3
285 705 357604 2
278 670 14537 2
189 652 68729 5
233 535 153375 4
165 360 204311 2
386 654 290039 2
300 495 137640 2
227 300 52085 2
228 681 39892 2
484 684 276317 3
345 617 52709 2
312 340 10104 2
364 654 612222 2
300 354 3155 2
385 627 242111 1
186 664 374404 2
278 280 144826 2
278 664 361798 4
179 257 12870 4
312 674 243636 4
278 674 199350 2
345 430 63444 2
296 651 109428 2
263 345 21098 2
196 651 14186 2
345 664 243721 4
179 287 26880 2
225 505 10165 8
372 627 16988 2
369 652 359910 4
328 652 102685 2
278 364 9136 2
278 654 358073 2
281 507 25790 1
250 713 159084 2
248 310 51869 4
221 713 55138 2
216 713 397276 2
214 277 9582 2
212 727 46890 2
626 732 727697 6
247 677 101905 1
274 392 60752 1
274 347 173935 1
127 392 139206 1
109 502 29398 2
