1000 2000 100
217 341 56663 1
154 329 7945 2
101 477 105288 1
212 393 59510 2
139 558 264436 3
335 736 145896 1
435 511 463766 1
204 511 36392 1
191 413 13532 1
182 191 96611 1
199 362 182229 1
159 260 50900 2
139 528 15777 1
182 372 65451 1
471 598 583217 1
255 652 214956 1
269 331 284333 1
170 307 640 1
338 655 357157 1
171 335 65 8
134 577 44794 1
253 359 36599 1
209 419 528 1
156 418 164209 1
129 256 1601 2
255 650 343173 1
253 293 417 1
146 435 90930 9
280 435 145499 1
343 371 130818 1
218 317 31756 1
158 419 24844 3
179 303 9484 1
263 320 147048 1
97 392 18093 1
244 651 4803 1
214 357 202641 2
242 672 100505 2
320 671 465729 2
152 255 44739 1
132 390 17139 1
160 262 58901 1
141 583 183613 2
192 287 46535 3
211 305 2746 1
129 415 32414 2
129 396 1949 4
129 363 19327 8
129 296 3805 2
101 515 12748 6
136 442 15738 8
161 380 92439 3
159 331 21399 4
202 325 139828 2
150 322 23061 3
181 312 47138 2
182 312 23833 3
163 259 44117 2
148 591 6527 2
119 442 63812 2
202 439 45002 2
93 414 68505 2
130 411 32603 2
136 409 44602 4
130 407 51047 4
161 331 22102 3
161 271 17955 3
160 544 129495 2
144 544 32976 4
144 517 41150 2
141 517 150180 2
222 466 307424 2
127 461 32308 2
161 276 22631 2
135 266 17097 6
158 569 15242 4
201 501 43234 1
100 296 25952 2
90 377 18830 2
315 585 56495 2
268 644 289203 1
148 295 109236 1
132 435 20343 6
253 398 5179 2
160 395 65192 8
170 386 110051 6
224 368 120504 1
186 265 8877 1
163 265 117335 2
160 195 47273 2
145 195 3417 1
134 141 9624 2
162 314 75776 2
289 582 15979 2
196 308 3591 2
444 624 187417 2
211 624 371458 2
127 575 160706 2
127 572 37881 2
124 570 3784 2
