1000 2000 50
183 417 69092 4
104 327 30219 2
152 629 5232 3
151 629 97345 4
151 366 44033 6
115 426 5329 2
111 462 23976 2
111 427 5082 2
92 399 36587 2
114 334 43215 2
197 401 17781 1
109 451 25154 6
108 451 9186 6
106 451 23136 2
125 188 2329 2
111 188 14020 1
182 371 116452 6
158 273 58618 2
271 465 26716 2
235 271 43091 2
191 271 77241 2
230 516 160078 4
205 531 10085 8
155 386 84035 1
249 328 75958 5
155 253 723 2
155 356 34150 4
229 617 62496 2
229 616 129541 2
167 312 88759 2
190 426 10426 1
218 454 285247 1
246 303 41925 1
138 371 63281 2
284 371 35586 1
371 388 225566 1
371 454 120277 1
166 306 91657 2
218 403 303960 1
164 559 131669 2
89 379 31622 1
405 680 156253 1
325 735 312852 1
172 174 12699 6
217 341 1003 1
154 329 4965 2
101 477 85857 1
212 393 34177 2
139 558 31702 3
335 736 414578 1
