        50       100       100
      2162        46        47         1
      1590        30        53         1
      1938        51        38         1
      1917        71        27         1
      1102        38        29         1
      1426        46        31         1
      2856        56        51         1
      1739        47        37         1
       806        31        26         1
      1860        31        60         1
      2394        63        38         1
      2496        48        52         1
      3894        59        66         1
      1260        36        35         1
      1352        26        52         1
      4189        71        59         1
       780        30        26         1
      4662        74        63         1
      1218        29        42         1
      2205        49        45         1
      2613        39        67         1
      3038        62        49         1
      1850        37        50         1
      2870        70        41         1
      1475        25        59         1
      2479        37        67         1
      1749        33        53         1
      2480        62        40         1
      1700        68        25         1
      2223        39        57         1
      3315        51        65         1
      2068        44        47         1
       775        31        25         1
      2300        50        46         1
      1804        44        41         1
      1750        35        50         1
      1519        31        49         1
      2958        58        51         1
      1504        47        32         1
      1290        43        30         1
      4032        64        63         1
      1891        31        61         1
      1150        25        46         1
      2106        54        39         1
      3534        62        57         1
      2623        61        43         1
      4161        73        57         1
      2784        48        58         1
      2115        45        47         1
      2310        70        33         1
