ID,WIDTH,HEIGHT
0,3,2
1,1,1
2,5,1
3,1,1
4,3,1
5,1,3
6,1,1
7,1,2
8,2,1
9,2,1
10,1,2
11,1,1
12,2,1
13,1,1
14,1,1
15,8,3
16,1,4
17,1,1
18,1,2
19,1,13
20,1,9
21,1,9
22,1,9
23,1,7
24,1,1
25,1,1
26,17,1
27,1,1
28,5,2
29,9,9
30,2,2
31,19,1
32,1,1
33,1,1
34,1,2
35,2,1
36,1,13
37,1,1
38,1,1
39,1,1
40,1,6
41,1,22
42,1,1
43,1,1
44,4,1
45,1,4
46,1,1
47,2,2
48,1,3
49,3,2
50,1,1
51,1,1
52,2,2
53,1,1
54,1,5
55,5,1
56,3,2
57,1,1
58,5,11
59,1,1
60,1,6
61,1,1
62,1,1
63,1,1
64,3,1
65,1,9
66,1,1
67,1,2
68,1,25
69,18,1
70,3,2
71,1,3
72,4,2
73,1,3
74,1,2
75,1,1
76,1,1
77,6,1
78,1,1
79,11,7
80,4,1
81,3,1
82,7,3
83,1,7
84,3,1
85,4,4
86,1,1
87,1,5
88,4,1
89,2,1
90,1,1
91,1,1
92,29,1
93,1,8
94,2,1
95,1,10
96,1,1
97,1,3
98,1,6
99,1,1
100,1,1
101,1,1
102,2,14
103,2,4
104,1,8
105,3,2
106,1,1
107,1,1
108,3,1
109,3,1
110,1,1
111,1,1
112,2,1
113,1,1
114,1,1
115,1,1
116,1,3
117,1,11
118,1,1
119,10,2
120,1,4
121,3,5
122,2,8
123,1,1
124,1,1
125,2,1
126,3,1
127,1,1
128,1,4
129,5,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,1,1
136,1,1
137,1,1
138,2,1
139,1,1
140,2,1
141,1,1
142,1,1
143,1,2
144,2,14
145,1,1
146,1,1
147,1,1
148,4,5
149,2,1
150,1,5
151,1,9
152,1,1
153,1,2
154,1,1
155,1,8
156,1,1
157,1,2
158,1,4
159,1,1
160,1,5
161,1,4
162,1,1
163,1,4
164,2,1
165,1,1
166,1,15
167,1,1
168,1,1
169,1,1
170,1,8
171,1,1
172,4,3
173,2,1
174,3,14
175,1,1
176,1,2
177,1,1
178,1,2
179,3,1
180,1,45
181,2,4
182,1,3
183,1,1
184,1,6
185,1,1
186,1,3
187,1,22
188,1,1
189,1,1
190,1,1
191,1,2
192,1,1
193,1,1
194,1,2
195,1,1
196,9,1
197,1,1
198,1,2
199,1,1
200,1,1
201,1,1
202,2,1
203,1,8
204,1,5
205,1,17
206,6,2
207,1,2
208,1,1
209,1,1
210,1,1
211,1,13
212,1,9
213,1,1
214,1,1
215,2,2
216,7,2
217,1,7
218,1,1
219,1,1
220,1,1
221,1,1
222,1,2
223,5,1
224,1,1
225,1,3
226,1,3
227,2,1
228,2,1
229,1,1
230,5,1
231,1,1
232,1,9
233,1,1
234,1,1
235,3,1
236,3,3
237,1,1
238,2,1
239,2,25
240,1,1
241,2,4
242,6,1
243,1,3
244,1,1
245,1,8
246,2,1
247,2,2
248,1,4
249,1,1
250,6,2
251,2,17
252,3,2
253,1,1
254,14,1
255,16,16
256,1,1
257,2,1
258,1,1
259,1,1
260,10,8
261,2,1
262,1,1
263,7,1
264,2,1
265,4,1
266,1,2
267,1,1
268,8,1
269,2,1
270,1,1
271,2,8
272,2,1
273,1,4
274,8,15
275,1,10
276,2,32
277,1,2
278,1,1
279,1,2
280,3,1
281,1,1
282,2,7
283,5,1
284,2,2
285,1,1
286,1,1
287,1,1
288,4,1
289,1,1
290,2,1
291,1,1
292,1,6
293,1,3
294,1,5
295,4,1
296,2,2
297,2,68
298,3,1
299,1,1
300,1,1
301,4,2
302,1,1
303,3,3
304,4,1
305,1,1
306,1,1
307,1,1
308,3,7
309,18,1
310,1,15
311,1,1
312,1,2
313,1,2
314,1,1
315,2,1
316,1,1
317,3,5
318,2,1
319,2,1
320,1,1
321,1,1
322,3,1
323,20,7
324,1,5
325,2,6
326,1,4
327,1,1
328,1,1
329,1,1
330,1,3
331,1,5
332,1,1
333,1,1
334,3,20
335,21,1
336,4,6
337,1,3
338,3,1
339,1,1
340,1,1
341,1,1
342,14,2
343,1,9
344,1,2
345,2,2
346,1,21
347,31,1
348,1,19
349,1,4
350,1,6
351,1,2
352,1,1
353,1,4
354,1,2
355,1,1
356,2,1
357,1,2
358,1,1
359,1,1
360,1,1
361,3,4
362,1,1
363,4,1
364,1,1
365,1,1
366,1,1
367,1,1
368,1,1
369,1,2
370,3,1
371,1,1
372,1,1
373,14,3
374,6,1
375,1,3
376,1,2
377,1,90
378,1,21
379,8,18
380,2,1
381,1,2
382,7,1
383,1,2
384,6,3
385,2,2
386,7,1
387,1,1
388,1,2
389,9,1
390,1,1
391,1,23
392,3,1
393,4,1
394,1,12
395,1,1
396,7,3
397,1,1
398,1,1
399,8,9
400,1,1
401,1,6
402,1,2
403,1,1
404,1,2
405,2,1
406,1,2
407,1,1
408,3,2
409,2,1
410,1,1
411,1,1
412,1,5
413,1,1
414,1,1
415,1,1
416,5,11
417,2,1
418,1,3
419,1,6
420,1,1
421,1,1
422,4,8
423,1,4
424,1,1
425,1,1
426,1,1
427,7,5
428,2,1
429,1,2
430,2,83
431,1,1
432,8,3
433,2,2
434,6,1
435,1,9
436,3,1
437,1,1
438,1,2
439,1,2
440,1,3
441,1,8
442,1,5
443,1,12
444,1,1
445,1,2
446,3,1
447,1,5
448,9,2
449,1,10
450,1,1
451,2,1
452,1,1
453,4,2
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,5,2
460,5,1
461,1,7
462,2,4
463,1,37
464,3,1
465,1,1
466,1,1
467,1,31
468,2,2
469,1,1
470,1,3
471,1,1
472,22,2
473,1,1
474,3,2
475,2,3
476,1,4
477,9,1
478,3,2
479,3,1
480,1,1
481,3,2
482,1,1
483,2,21
484,1,1
485,1,3
486,1,1
487,1,2
488,2,1
489,1,2
490,1,1
491,1,2
492,3,5
493,1,1
494,1,2
495,6,1
496,7,2
497,1,1
498,3,1
499,1,1
500,2,1
501,1,6
502,32,2
503,1,11
504,1,4
505,4,3
506,1,1
507,3,1
508,2,11
509,3,1
510,1,3
511,1,6
512,1,21
513,15,14
514,4,5
515,1,1
516,2,1
517,1,6
518,1,2
519,5,1
520,1,11
521,3,1
522,1,1
523,3,1
524,1,1
525,1,1
526,1,1
527,1,1
528,2,3
529,3,12
530,2,11
531,8,6
532,4,1
533,9,1
534,4,3
535,1,3
536,2,1
537,10,2
538,1,8
539,4,10
540,3,1
541,4,1
542,4,1
543,3,8
544,2,1
545,1,3
546,1,1
547,26,2
548,1,1
549,1,1
550,1,1
551,1,2
552,1,11
553,1,7
554,1,1
555,1,6
556,2,1
557,1,2
558,1,1
559,3,24
560,1,1
561,1,2
562,1,1
563,1,1
564,4,1
565,1,9
566,1,1
567,2,2
568,1,6
569,1,1
570,1,1
571,1,1
572,1,23
573,1,10
574,1,1
575,1,1
576,3,1
577,8,1
578,1,1
579,4,1
580,4,1
581,1,1
582,1,1
583,4,1
584,1,1
585,16,1
586,1,2
587,4,1
588,1,23
589,1,1
590,2,1
591,2,5
592,1,1
593,4,1
594,11,1
595,1,1
596,4,1
597,2,1
598,1,1
599,1,2
600,2,30
601,11,2
602,1,6
603,1,1
604,2,2
605,1,1
606,10,2
607,1,1
608,3,2
609,2,1
610,1,1
611,1,1
612,1,1
613,18,1
614,1,3
615,3,4
616,3,6
617,2,5
618,1,1
619,2,1
620,3,2
621,1,1
622,1,6
623,5,1
624,2,3
625,2,2
626,1,2
627,1,1
628,1,11
629,3,4
630,1,5
631,6,1
632,12,1
633,1,9
634,2,1
635,1,1
636,9,7
637,1,1
638,34,9
639,9,1
640,37,1
641,1,5
642,3,9
643,1,39
644,4,5
645,1,1
646,2,1
647,1,1
648,1,1
649,1,6
650,1,2
651,1,2
652,7,7
653,1,1
654,1,1
655,3,1
656,1,1
657,1,4
658,1,1
659,2,2
660,13,1
661,2,19
662,4,2
663,2,1
664,1,5
665,1,7
666,1,2
667,1,8
668,1,2
669,1,8
670,3,1
671,11,1
672,1,6
673,10,7
674,2,1
675,1,16
676,1,1
677,1,1
678,2,2
679,1,1
680,6,3
681,2,1
682,1,2
683,1,1
684,1,2
685,1,1
686,2,7
687,1,4
688,5,1
689,1,2
690,1,2
691,1,3
692,1,1
693,1,5
694,1,1
695,2,10
696,14,1
697,2,5
698,1,10
699,1,1
700,1,3
701,1,1
702,28,10
703,40,2
704,4,35
705,1,1
706,5,4
707,1,2
708,1,1
709,1,2
710,1,3
711,1,1
712,2,2
713,2,35
714,1,3
715,1,2
716,1,6
717,1,2
718,1,1
719,2,6
720,1,1
721,3,4
722,2,1
723,1,3
724,1,1
725,1,2
726,1,4
727,2,1
728,1,1
729,1,2
730,1,1
731,8,3
732,1,5
733,2,14
734,1,1
735,5,1
736,1,4
737,5,1
738,1,3
739,1,1
740,2,3
