ID,WIDTH,HEIGHT
0,1,4
1,37,65
2,2,5
3,5,8
4,11,36
5,1,2
6,1,1
7,1,2
8,3,1
9,1,38
10,6,23
11,4,3
12,20,1
13,34,1
14,5,1
15,1,22
16,1,20
17,21,1
18,1,20
19,2,22
20,5,3
21,12,1
22,2,6
23,8,32
24,26,120
25,1,1
26,2,8
27,20,11
28,5,31
29,23,3
30,14,4
31,1,7
32,1,3
33,47,42
34,1,45
35,5,11
36,16,11
37,10,1
38,4,10
39,51,61
40,49,127
41,63,7
42,8,1
43,18,2
44,22,7
45,50,49
46,25,57
47,6,2
48,5,29
49,29,2
50,2,1
51,1,1
52,7,43
53,38,69
54,3,24
55,7,8
56,28,4
57,34,20
58,29,1
59,4,2
60,2,6
61,8,1
62,3,49
63,1,64
64,2,2
65,82,3
66,6,1
67,1,4
68,6,15
69,1,156
70,1,8
71,1,35
72,4,5
73,20,3
74,11,1
75,17,11
76,1,10
77,1,76
78,64,11
79,2,14
80,5,1
81,4,9
82,13,1
83,14,5
84,2,47
85,5,25
86,1,52
87,1,10
88,5,2
89,25,3
90,2,6
91,1,2
92,40,8
93,1,16
94,9,17
95,66,2
96,2,3
97,4,1
98,9,100
99,3,35
100,38,1
101,6,4
102,20,2
103,21,4
104,69,25
105,5,9
106,40,9
107,8,11
108,12,1
109,12,2
110,3,21
111,63,7
112,5,2
113,31,6
114,2,65
115,44,12
116,40,1
117,21,1
118,13,1
119,26,5
120,7,13
121,10,2
122,86,16
123,29,8
124,32,1
125,10,7
126,5,28
127,28,138
128,5,1
129,71,2
130,9,1
131,12,2
132,1,30
133,1,17
134,65,1
135,2,94
136,12,48
137,4,1
138,6,1
139,10,1
140,20,33
141,50,50
142,16,16
143,56,7
144,34,13
145,16,22
146,15,3
147,3,11
148,1,2
149,3,36
150,51,18
151,23,15
152,15,1
153,6,11
154,34,28
155,6,38
156,27,3
157,21,1
158,1,2
159,24,13
160,33,44
161,5,218
162,105,11
163,6,38
164,63,1
165,57,1
166,14,9
167,7,36
168,72,60
169,25,6
170,41,29
171,2,2
172,19,1
173,116,3
174,25,3
175,102,16
176,1,76
177,4,5
178,15,8
179,19,3
180,22,18
181,11,42
182,5,7
183,30,7
184,22,4
185,59,3
186,47,2
187,2,7
188,1,15
189,8,48
190,11,9
191,28,1
192,10,1
193,12,17
194,78,3
195,13,55
196,55,74
197,24,12
198,21,2
199,7,2
200,2,6
201,1,4
202,42,24
203,31,7
204,1,2
205,25,6
206,10,6
207,52,19
208,40,3
209,73,1
210,12,5
211,1,2
212,1,4
213,53,14
214,29,55
215,73,46
216,4,2
217,97,1
218,3,6
219,11,22
220,80,18
221,56,15
222,51,71
223,53,15
224,43,14
225,7,4
226,106,9
227,8,3
228,125,2
229,2,3
230,16,1
231,12,12
232,5,18
233,1,3
234,3,11
235,14,158
236,32,2
237,11,3
238,1,57
239,1,10
240,43,9
241,1,108
242,2,32
243,14,16
244,63,3
245,2,1
246,2,12
247,7,7
248,24,23
249,2,6
250,1,6
251,5,20
252,48,13
253,13,1
254,9,3
255,209,10
256,57,47
257,88,3
258,32,6
259,89,15
260,29,171
261,8,15
262,6,43
263,46,1
264,1,10
265,7,27
266,71,19
267,5,11
268,62,90
269,53,10
270,56,11
271,81,12
272,3,1
273,9,5
274,30,2
275,1,159
276,22,3
277,83,9
278,15,10
279,1,1
280,11,3
281,2,22
282,2,41
283,12,24
284,9,3
285,44,1
286,48,2
287,21,4
288,1,9
289,2,202
290,100,44
291,3,15
292,4,2
293,22,49
294,35,3
295,2,47
296,5,74
297,38,23
298,17,9
299,3,1
300,1,8
301,47,68
302,1,164
303,25,12
304,70,5
305,3,4
306,5,6
307,191,19
308,23,31
309,23,2
310,55,2
311,69,9
312,5,71
313,40,39
314,12,4
315,3,7
316,63,36
317,5,59
318,31,15
319,2,7
320,44,14
321,40,14
322,21,4
323,13,12
324,26,2
325,7,54
326,10,7
327,86,32
328,29,12
329,32,1
330,10,5
331,5,10
332,28,43
333,5,2
334,71,1
335,12,2
336,1,49
337,1,13
338,65,9
339,2,34
340,12,6
341,4,2
342,10,5
343,20,15
344,50,73
345,16,4
346,56,4
347,34,25
348,16,4
349,15,1
350,3,2
351,1,1
352,3,6
353,51,13
354,23,9
355,15,1
356,6,2
357,34,43
358,6,136
359,27,7
360,33,20
361,5,10
362,105,6
363,6,34
364,63,2
365,14,2
366,7,34
367,72,28
368,25,92
369,41,2
370,2,11
371,19,1
372,116,4
373,25,3
374,102,35
375,1,147
376,15,4
377,19,8
378,11,136
379,5,42
380,30,52
381,22,4
382,59,1
383,47,1
384,2,8
385,1,4
386,8,7
387,11,20
388,10,10
389,12,33
390,78,5
391,13,44
392,55,1
393,24,7
394,7,1
395,2,1
396,1,6
397,42,52
398,31,22
399,1,5
400,25,1
401,10,1
402,52,100
403,40,63
404,12,1
405,1,2
406,53,20
407,29,25
408,73,2
409,4,9
410,11,6
411,80,25
412,56,6
413,51,1
414,53,11
415,43,1
416,7,1
417,106,4
418,7,4
419,88,65
420,11,8
421,1,36
422,4,2
423,1,38
424,8,23
425,22,3
426,12,1
427,52,1
428,6,1
429,22,1
430,36,3
431,21,1
432,2,6
433,6,32
434,37,120
435,1,1
436,17,11
437,2,31
438,1,3
439,22,4
440,1,7
441,39,42
442,32,11
443,3,1
444,5,10
445,158,61
446,8,127
447,25,7
448,6,1
449,9,2
450,10,7
451,39,49
452,4,57
453,2,2
454,1,29
455,17,2
456,7,1
457,33,69
458,2,24
459,55,8
460,25,4
461,22,20
462,52,1
463,5,2
464,1,6
465,1,1
466,27,49
467,20,2
468,1,3
469,9,1
470,5,15
471,1,156
472,1,8
473,11,35
474,5,5
475,24,3
476,37,1
477,4,11
478,1,76
479,36,11
480,1,14
481,12,1
482,9,1
483,21,5
484,37,52
485,16,10
486,14,2
487,19,3
488,1,6
489,7,8
490,16,17
491,4,2
492,1,3
493,1,1
494,182,100
495,20,35
496,4,1
497,17,4
498,7,2
499,34,4
