ID,WIDTH,HEIGHT
0,104,118
1,6,5
2,48,2
3,62,1
4,8,1
5,7,11
6,21,21
7,3,10
8,24,34
9,26,2
10,31,19
11,9,1
12,6,3
13,34,41
14,36,77
15,136,57
16,174,19
17,1,3
18,39,52
19,26,133
20,1,49
21,4,158
22,1,95
23,29,129
24,27,3
25,24,3
26,211,7
27,10,116
28,27,4
29,283,65
30,157,22
31,251,1
32,84,2
33,13,16
34,25,30
35,15,2
36,11,111
37,31,1
38,212,7
39,6,26
40,20,48
41,214,51
42,87,21
43,5,3
44,9,4
45,66,37
46,6,13
47,30,116
48,2,88
49,20,5
50,14,2
51,18,5
52,7,201
53,30,117
54,29,23
55,67,86
56,104,44
57,6,10
58,48,77
59,8,1
60,7,88
61,21,9
62,3,51
63,24,19
64,26,11
65,31,142
66,6,12
67,34,17
68,36,141
69,136,49
70,174,10
71,39,35
72,26,81
73,1,27
74,4,53
75,1,36
76,29,9
77,27,2
78,24,2
79,211,194
80,10,1
81,27,19
82,283,21
83,157,140
84,13,14
85,25,23
86,15,11
87,11,50
88,212,8
89,6,32
90,20,170
91,214,55
92,87,8
93,9,83
94,66,177
95,6,63
96,30,95
97,2,43
98,20,133
99,14,3
