        40       100       100
       612        34        18         1
       492        12        41         1
       143        11        13         1
       899        29        31         1
       611        47        13         1
      1755        45        39         1
      2009        49        41         1
       493        17        29         1
       432        16        27         1
       952        28        34         1
      1178        38        31         1
       748        22        34         1
       340        34        10         1
      1680        35        48         1
       290        10        29         1
       552        23        24         1
       999        27        37         1
       544        17        32         1
       629        17        37         1
       611        47        13         1
       238        17        14         1
       992        32        31         1
       468        12        39         1
      1344        48        28         1
       196        14        14         1
       760        40        19         1
      1968        48        41         1
       615        41        15         1
       735        21        35         1
      1054        34        31         1
       800        32        25         1
       198        11        18         1
       496        31        16         1
      1092        26        42         1
       899        29        31         1
       540        30        18         1
       722        19        38         1
      1025        41        25         1
      1369        37        37         1
      1056        33        32         1
