        40       100       100
      1189        41        29         1
       476        17        28         1
       672        28        24         1
       432        12        36         1
      1080        36        30         1
       390        15        26         1
       624        48        13         1
      1332        36        37         1
      1568        49        32         1
       336        21        16         1
       595        35        17         1
      1020        34        30         1
       528        11        48         1
       480        12        40         1
       330        22        15         1
       440        20        22         1
       150        10        15         1
       870        29        30         1
       650        26        25         1
       280        10        28         1
      1692        47        36         1
       782        23        34         1
      1296        36        36         1
       936        39        24         1
       682        31        22         1
       928        29        32         1
       884        34        26         1
      1596        38        42         1
       903        43        21         1
      1978        43        46         1
       630        42        15         1
      1890        45        42         1
       770        35        22         1
       880        22        40         1
      2303        49        47         1
       160        16        10         1
       507        39        13         1
       777        21        37         1
       624        48        13         1
      1215        27        45         1
