        40       100       100
       798        21        38         1
      1184        37        32         1
       896        32        28         1
      2112        44        48         1
      1482        39        38         1
      1247        29        43         1
       770        35        22         1
       432        18        24         1
       480        15        32         1
       675        27        25         1
       966        21        46         1
      1404        36        39         1
      1435        41        35         1
      1848        44        42         1
      1886        41        46         1
       408        24        17         1
      1178        31        38         1
      1457        47        31         1
      1221        37        33         1
       638        22        29         1
      1260        42        30         1
       110        11        10         1
      1406        38        37         1
       300        12        25         1
      1120        35        32         1
       924        22        42         1
       572        22        26         1
      1188        36        33         1
      1215        27        45         1
      1421        29        49         1
       476        14        34         1
       231        11        21         1
      1188        27        44         1
       238        17        14         1
       418        11        38         1
       522        29        18         1
       300        20        15         1
      1152        24        48         1
       372        31        12         1
       779        41        19         1
